© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo21 vs Cycling0	MXD1	 	transcription regulator	Activated	2.795	bias	2.72E-05	BUB1,CCNA2,CCNB2,CDK1,CENPE,CENPF,ODC1,TOP2A	 
Doxo21 vs Doxo3	PRDM2	 	transcription regulator	Activated	3.464	 	2.74E-05	ANLN,ASPM,ATAD5,CIP2A,CKAP2L,FAM111B,HMMR,KIF20B,MYBL1,NUF2,SGO2,SMC2	 
Doxo14 vs Cycling0	UXT	 	transcription regulator	Activated	2.215	bias	2.85E-05	BRIP1,BUB1,CCNA2,GTSE1,TTK	 
Doxo14 vs Doxo3	E2F5	 	transcription regulator	 	 	 	2.90E-05	AURKB,DHFR,E2F1,MYBL2	 
Doxo21 vs Doxo3	NFKBIA	 	transcription regulator	Inhibited	-2.399	bias	2.91E-05	AURKB,BCL2,BUB1B,CCNA2,CCNB1,CCNE2,CDC25A,CDC25B,CDC45,CDC6,CDK2,CDKN2D,CKS1B,FOXM1,HMGB1,PCNA,RRM1,SDC1,TMPO	227 (20)
Palbo28 vs Cycling0	SND1	 	transcription regulator	 	-1.897	bias	2.92E-05	C4orf46,CDC6,CDK2,CKS1B,DEPDC1B,DHFR,E2F1,IQGAP3,MMS22L,MNS1,PRR11,SLC8A1,SLCO4A1	 
Doxo14 vs Doxo3	TP63	 	transcription regulator	Inhibited	-3.280	 	2.94E-05	BRCA1,CCNA2,CCNB1,CTSV,E2F1,FST,KIF23,MAD2L1,MCM10,RAD51,RRM2,S100A2,STMN1,TACC3,TOP2A,UHRF1	102 (16)
Doxo21 vs Cycling0	HOXD12	 	transcription regulator	 	 	 	3.04E-05	CCNA2,CCNB1,CDK1	 
Doxo21 vs Doxo3	MDM4	 	transcription regulator	Inhibited	-2.236	bias	3.07E-05	CENPF,E2F1,KIF23,LEF1,MAD2L1,TP73	103 (7)
Doxo21 vs Cycling0	PAX8	 	transcription regulator	Inhibited	-2.431	bias	3.18E-05	BCL2,CCNA2,CDC6,DHFR,E2F1,MCM3	 
Palbo28 vs Cycling0	TFAP2A	 	transcription regulator	 	-1.881	 	3.31E-05	BCL2,BIRC5,E2F1,E2F2,E2F8,EZH2,IL17B,MCM7,RAD51,RRM2,TYMS	226 (18)
Palbo3 vs Cycling0	ASCL1	 	transcription regulator	Inhibited	-2.800	bias	3.31E-05	BIRC5,CDCA7,CDK1,CDK2,E2F1,EZH2,FOXM1,NUSAP1,TTK,UBE2C	97 (7)
Palbo14 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	3.34E-05	ARHGAP11A,CDC6,CELF2,DLGAP5,ETS2,GMNN,HMGN2,IL7R,KIF20B,MYB,NRGN,USP1	 
Doxo3 vs Cycling0	E2F2	1.041	transcription regulator	 	 	 	3.34E-05	BIRC5,CCNA2,CCNB1,CCNB2,CDCA2	61 (9)
Palbo14 vs Cycling0	REL	 	transcription regulator	Inhibited	-2.870	bias	3.36E-05	ANLN,BARD1,BCL2,BIRC5,BRCA1,CDC6,DCLRE1B,DDX11,DHFR,EZH2,F3,FOSL1,RBL1,TNFRSF13C,TTK	233 (16)
Doxo14 vs Cycling0	MXD1	 	transcription regulator	Activated	2.646	bias	3.38E-05	BUB1,CCNA2,CCNB2,CDK1,CENPE,CENPF,TOP2A	 
Palbo3 vs Cycling0	MAX	 	transcription regulator	 	 	 	3.39E-05	CCNB1,CDC25A,DHFR,E2F1,E2F2,EZH2,ODC1,PTMA,UBE2C	 
Palbo28 vs Palbo3	E2F5	 	transcription regulator	 	 	 	3.56E-05	AURKB,E2F1,MYB,MYBL2	 
Palbo3 vs Cycling0	ID2	 	transcription regulator	 	0.728	 	3.57E-05	AURKB,BCL2,CCNB1,CCNE2,CDC25B,CDC6,CDK1,CDKN2C,E2F2,ETS2,IL7R,MYB,PLK1,SDC1	232 (15)
Palbo14 vs Palbo3	ID2	 	transcription regulator	 	-1.664	 	3.58E-05	AURKB,BCL2,E2F2,IL7R,MCAM,MYB,SDC1	37 (7)
Doxo21 vs Cycling0	CEBPE	 	transcription regulator	Activated	2.449	 	3.73E-05	BCL2,CSF1R,MCM2,MCM3,MCM5,MCM6,MCM7	 
Palbo28 vs Cycling0	ARID3A	 	transcription regulator	Inhibited	-2.828	bias	3.88E-05	CCNA2,DEK,ECT2,NCAPG2,RAD51AP1,RFC3,TMPO,WDHD1	 
Doxo21 vs Doxo3	SALL4	 	transcription regulator	Inhibited	-3.317	 	3.91E-05	BIRC5,BRCA1,CCNB2,CDK2,E2F2,GRAP2,INCENP,LEF1,LIG1,MAD2L2,RAD51	102 (6)
Palbo3 vs Cycling0	SND1	 	transcription regulator	 	-1.897	bias	3.93E-05	C4orf46,CDC6,CDK2,CKS1B,DEPDC1B,DHFR,E2F1,IQGAP3,MMS22L,MNS1,PRR11,SLC8A1,SLCO4A1	 
Palbo28 vs Cycling0	ZNF281	 	transcription regulator	Inhibited	-2.390	bias	4.00E-05	BLM,FANCA,FANCD2,FANCG,ODC1,XRCC2,XRCC3	 
Doxo21 vs Doxo3	PAX6	 	transcription regulator	Activated	2.828	 	4.01E-05	CDC45,CDC6,CDCA2,CDCA7,CDK2,CENPI,CENPN,EXO1,IQGAP3,MCM3,MCM6,SMC2	 
Doxo21 vs Doxo3	HNF4A	 	transcription regulator	 	1.000	 	4.06E-05	ARHGAP11A,ATAD5,BARD1,BRIP1,CALML4,CCNA2,CCNB1,CCNE2,CDC25A,CDC45,CDC6,CDCA5,CDK1,CDK2,CENPO,CENPU,CKS2,DCLRE1B,DSN1,DTL,EXO1,FEN1,GINS2,HIRIP3,HMGB1,HMGB2,INCENP,ITGB3BP,KIF15,KIF20A,KIF22,MCM3,MCM8,NCAPD2,NDC80,NUF2,OAS3,ORC1,PCNA,PEG10,POC1A,POLR1G,RAD51,RBL1,RFC3,RMI1,RRM1,SDC1,SLC25A10,SMC2,SNAPC1,SORCS3,TCF19,TFAP4,TPX2,TYMS	 
Palbo14 vs Cycling0	ASCL1	 	transcription regulator	Inhibited	-2.800	bias	4.13E-05	BIRC5,CDCA7,CDK1,CDK2,E2F1,EZH2,FOXM1,NUSAP1,TTK,UBE2C	99 (7)
Palbo14 vs Cycling0	MAX	 	transcription regulator	 	 	 	4.15E-05	CCNB1,CDC25A,DHFR,E2F1,E2F2,EZH2,ODC1,PTMA,UBE2C	 
Palbo28 vs Cycling0	HOXD12	 	transcription regulator	 	 	 	4.29E-05	CCNA2,CCNB1,CDK1	 
Palbo3 vs Cycling0	TFAP2A	 	transcription regulator	 	-1.628	 	4.31E-05	BCL2,BIRC5,E2F1,E2F2,E2F8,EZH2,MCM5,MCM7,RAD51,RRM2,TYMS	206 (19)
Palbo3 vs Cycling0	MEF2D	 	transcription regulator	Activated	2.828	bias	4.33E-05	CCNE2,CDC6,CDK2,CDT1,MCM3,MCM5,MCM6,PCNA	 
Doxo3 vs Cycling0	NSD2	-0.758	transcription regulator	 	 	 	4.38E-05	E2F2,H2AX,PLK1,TOP2A	46 (7)
Doxo21 vs Doxo3	ZFP57	 	transcription regulator	 	-1.964	bias	4.38E-05	BRCA1,CCNA2,CCNE2,CDC7	 
Doxo3 vs Cycling0	ATF6	 	transcription regulator	Inhibited	-2.236	bias	4.63E-05	AURKA,BUB1,HMMR,TROAP,UBE2C	 
Palbo3 vs Cycling0	HOXD12	 	transcription regulator	 	 	 	4.68E-05	CCNA2,CCNB1,CDK1	 
Palbo3 vs Cycling0	ARID3A	 	transcription regulator	Inhibited	-2.828	bias	4.76E-05	CCNA2,DEK,ECT2,NCAPG2,RAD51AP1,RFC3,TMPO,WDHD1	 
Palbo3 vs Cycling0	NFKBIA	 	transcription regulator	Inhibited	-2.287	bias	4.80E-05	AURKB,BCL2,BUB1B,CCNA2,CCNB1,CCNE2,CDC25A,CDC25B,CDC45,CDC6,CDK2,CDKN2D,CKS1B,F3,FOXM1,HMGB1,IL7R,PCNA,RRM1,SDC1,TMPO	251 (22)
Palbo3 vs Cycling0	ZNF281	 	transcription regulator	Inhibited	-2.390	bias	4.81E-05	BLM,FANCA,FANCD2,FANCG,ODC1,XRCC2,XRCC3	 
Doxo21 vs Doxo3	REL	 	transcription regulator	Inhibited	-2.870	bias	4.92E-05	ANLN,BARD1,BCL2,BIRC5,BRCA1,CDC6,DCLRE1B,DDX11,DHFR,EZH2,RBL1,TNFRSF13C,TTK	216 (16)
Palbo28 vs Cycling0	CREB1	 	transcription regulator	Inhibited	-2.532	bias	5.01E-05	AURKA,BCL2,BIRC5,CCNA2,CCNB1,CCNB2,CDCA8,GPR19,GPR3,JPT1,KPNA2,MCAM,MCM6,MKI67,MNS1,MYBL2,NEURL1B,NRGN,PCNA,PEG10,RAC3,RAD54L,SORCS3,STMN1	252 (18)
Palbo14 vs Cycling0	HOXD12	 	transcription regulator	 	 	 	5.06E-05	CCNA2,CCNB1,CDK1	 
Palbo14 vs Cycling0	SND1	 	transcription regulator	 	-1.897	bias	5.13E-05	C4orf46,CDC6,CDK2,CKS1B,DEPDC1B,DHFR,E2F1,IQGAP3,MMS22L,MNS1,PRR11,SLC8A1,SLCO4A1	 
Palbo14 vs Cycling0	MEF2D	 	transcription regulator	Activated	2.828	bias	5.20E-05	CCNE2,CDC6,CDK2,CDT1,MCM3,MCM5,MCM6,PCNA	 
Doxo21 vs Cycling0	ZFP57	 	transcription regulator	 	-1.964	bias	5.43E-05	BRCA1,CCNA2,CCNE2,CDC7	 
Doxo14 vs Doxo3	NFYC	 	transcription regulator	 	 	 	5.44E-05	CCNB1,CCNB2,CDCA8,PTTG1,RFC3	14 (2)
Palbo14 vs Cycling0	ZNF281	 	transcription regulator	Inhibited	-2.390	bias	5.66E-05	BLM,FANCA,FANCD2,FANCG,ODC1,XRCC2,XRCC3	 
Palbo14 vs Cycling0	ARID3A	 	transcription regulator	Inhibited	-2.828	bias	5.72E-05	CCNA2,DEK,ECT2,NCAPG2,RAD51AP1,RFC3,TMPO,WDHD1	 
Doxo21 vs Doxo3	SMARCA2	 	transcription regulator	 	 	 	5.75E-05	BCL2,CDK2,DHFR,E2F1,RBL1,RRM2,TYMS	193 (16)
Palbo28 vs Palbo3	ATF6	 	transcription regulator	 	1.300	bias	5.76E-05	AURKA,BCL2,BUB1,HMMR,TROAP,UBE2C	70 (7)
Palbo28 vs Palbo3	ZNF281	 	transcription regulator	Activated	2.177	 	5.91E-05	BLM,FANCA,FANCD2,XRCC2,XRCC3	 
Doxo14 vs Cycling0	TRRAP	 	transcription regulator	 	 	 	6.02E-05	MAD2L1,MCM3,MCM4,RBL1	87 (10)
Palbo28 vs Cycling0	MXD1	 	transcription regulator	Activated	2.795	bias	6.12E-05	BUB1,CCNA2,CCNB2,CDK1,CENPE,CENPF,ODC1,TOP2A	 
Palbo3 vs Cycling0	SMARCA4	 	transcription regulator	 	0.610	bias	6.22E-05	BCL2,BIRC5,CCNA2,CCNE2,CDC25A,CDC6,CDK2,CDKN2D,DHFR,E2F1,ETS2,F3,IL7R,LEF1,MYB,NECTIN1,NOSTRIN,PASK,PTHLH,PTTG1,RBL1,RRM2,S100A2,SLF1,TUBA3C,TYMS,WT1	230 (24)
Doxo14 vs Cycling0	GLI1	 	transcription regulator	 	0.475	 	6.35E-05	ASPM,ATAD2,BRCA1,CDK2,CNTRL,FANCD2,FOXM1,GAS2L3,IQGAP3,KNL1,MCM4,MKI67,NEURL1B,PTHLH,PTTG1,S100A2,SCARA3,SGO2	 
Palbo14 vs Palbo3	JUN	 	transcription regulator	 	1.322	 	6.40E-05	ARTN,CDC20,E2F1,F3,FOSL1,IL7R,MYB,SDC1,TK1,TP73	49 (14)
Doxo21 vs Cycling0	SALL4	 	transcription regulator	Inhibited	-3.317	 	6.41E-05	BIRC5,BRCA1,CCNB2,CDK2,E2F2,GRAP2,INCENP,LEF1,LIG1,MAD2L2,RAD51	105 (6)
Doxo14 vs Cycling0	CEBPE	 	transcription regulator	Activated	2.236	 	6.71E-05	CSF1R,MCM2,MCM3,MCM5,MCM6,MCM7	 
Doxo21 vs Cycling0	PAX6	 	transcription regulator	Activated	2.828	 	6.78E-05	CDC45,CDC6,CDCA2,CDCA7,CDK2,CENPI,CENPN,EXO1,IQGAP3,MCM3,MCM6,SMC2	 
Palbo14 vs Palbo3	MYC	 	transcription regulator	 	1.805	 	6.79E-05	AURKB,BCL2,CDC20,DEPDC1,DLGAP5,E2F1,E2F2,F3,FOSL1,KIF20A,KIF2C,MYBL2,PTN,RAD51,RRM2,TP73,UBE2C	43 (15)
Palbo14 vs Cycling0	NFKBIA	 	transcription regulator	Inhibited	-2.287	bias	6.95E-05	AURKB,BCL2,BUB1B,CCNA2,CCNB1,CCNE2,CDC25A,CDC25B,CDC45,CDC6,CDK2,CDKN2D,CKS1B,F3,FOXM1,HMGB1,IL7R,PCNA,RRM1,SDC1,TMPO	255 (22)
Palbo28 vs Cycling0	NKX2-1	 	transcription regulator	 	 	 	7.00E-05	CHRNA5,CKS1B,EMP2,FOXQ1,HELLS,HMGB2,LEF1,MYB,RAD51,RRM2,SCARA3,WNT7B	 
Doxo14 vs Cycling0	DLX4	 	transcription regulator	 	 	 	7.06E-05	BRCA1,CKS2,TOP2A	 
Doxo14 vs Cycling0	RNF112	 	transcription regulator	 	 	 	7.06E-05	CCNB1,CKS1B,FOXM1	127 (3)
Doxo21 vs Cycling0	MYB	-1.249	transcription regulator	Inhibited	-3.358	bias	7.10E-05	AURKA,BCL2,BIRC5,BRCA1,CCNB1,CDK1,EZH2,FOXM1,MYB,PCNA,POLA1,RBL1	213 (19)
Doxo3 vs Cycling0	SOX17	 	transcription regulator	 	1.964	 	7.13E-05	CCNA2,CCNB1,CCNB2,PLK1	 
Doxo21 vs Doxo3	TEAD2	 	transcription regulator	 	 	 	7.23E-05	CCNF,CDK1,MCM6,POLA1,RAD51,UHRF1	74 (5)
Palbo28 vs Palbo3	BRCA1	0.584	transcription regulator	 	-0.282	 	7.32E-05	BCL2,BIRC5,CCNB1,CCNB2,CDC25C,NEK2,PLK1,RAD51	104 (21)
Palbo3 vs Cycling0	MXD1	 	transcription regulator	Activated	2.795	bias	7.49E-05	BUB1,CCNA2,CCNB2,CDK1,CENPE,CENPF,ODC1,TOP2A	 
Doxo21 vs Doxo3	SPI1	 	transcription regulator	Activated	2.275	bias	7.66E-05	CCNA2,CCNB1,CCNB2,CCNE2,CDC25A,CDK1,CDK2,E2F1,E2F2,FBL,LBR,LEF1,PCNA,RAD51,TK1	233 (24)
Palbo28 vs Palbo3	SP1	 	transcription regulator	Activated	2.257	bias	7.75E-05	BCL2,BIRC5,CDC25C,E2F1,F3,FOSL1,FOXM1,GEN1,MYBL2,NEIL3,PTN,RAD54L,RNASEH2A,RRM2,TP73	99 (18)
Doxo14 vs Doxo3	SIX2	 	transcription regulator	Activated	2.236	bias	8.06E-05	CCNB1,CCNB2,CDC45,CDC6,MCM2	 
Doxo21 vs Cycling0	SMARCA2	 	transcription regulator	 	 	 	8.10E-05	BCL2,CDK2,DHFR,E2F1,RBL1,RRM2,TYMS	207 (16)
Palbo28 vs Cycling0	ZFP57	 	transcription regulator	 	-1.964	bias	8.48E-05	BRCA1,CCNA2,CCNE2,CDC7	 
Palbo14 vs Palbo3	FOXO1	 	transcription regulator	Activated	2.348	 	8.51E-05	BCL2,BRIP1,DEPDC1,DLGAP5,FST,IL7R,SPC25,TNFRSF11A,UBASH3B	 
Palbo14 vs Cycling0	MXD1	 	transcription regulator	Activated	2.795	bias	8.98E-05	BUB1,CCNA2,CCNB2,CDK1,CENPE,CENPF,ODC1,TOP2A	 
Palbo3 vs Cycling0	CEBPE	 	transcription regulator	Activated	2.449	 	9.22E-05	BCL2,CSF1R,MCM2,MCM3,MCM5,MCM6,MCM7	 
Palbo28 vs Cycling0	WBP2	 	transcription regulator	 	-1.265	 	9.25E-05	CYP24A1,FOXQ1,HMGB2,LEF1,MBOAT1,NECTIN1,PEG10,PIMREG,TK1,ZNF367	 
Palbo28 vs Palbo3	UXT	 	transcription regulator	 	-1.997	bias	9.36E-05	BRIP1,BUB1,CDC6,GTSE1	 
Palbo28 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	9.47E-05	ARHGAP11A,CDC6,CELF2,DLGAP5,ETS2,GMNN,HMGN2,KIF20B,MYB,NRGN,USP1	 
Palbo3 vs Cycling0	ZFP57	 	transcription regulator	 	-1.964	bias	9.49E-05	BRCA1,CCNA2,CCNE2,CDC7	 
Doxo3 vs Cycling0	TARDBP	 	transcription regulator	 	 	 	9.53E-05	CIT,DLGAP5,FAM83D,INCENP,NUF2,PBK	 
Palbo14 vs Cycling0	SMARCA4	 	transcription regulator	 	0.610	bias	9.61E-05	BCL2,BIRC5,CCNA2,CCNE2,CDC25A,CDC6,CDK2,CDKN2D,DHFR,E2F1,ETS2,F3,IL7R,LEF1,MYB,NECTIN1,NOSTRIN,PASK,PTHLH,PTTG1,RBL1,RRM2,S100A2,SLF1,TUBA3C,TYMS,WT1	232 (23)
Doxo21 vs Doxo3	ARID3A	 	transcription regulator	Inhibited	-2.646	bias	9.68E-05	CCNA2,DEK,NCAPG2,RAD51AP1,RFC3,TMPO,WDHD1	 
Doxo21 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	9.77E-05	CCNF,CDK1,MCM6,POLA1,RAD51,UHRF1	74 (5)
Doxo3 vs Cycling0	ERG	 	transcription regulator	Inhibited	-2.449	bias	1.01E-04	CCNA2,CIT,DEPDC1B,DIAPH3,HMMR,KIF20B,MMS22L,PRR11,SLC8A1	10 (2)
Palbo14 vs Palbo3	E2F7	 	transcription regulator	 	 	 	1.03E-04	E2F1,E2F2,MYBL2	 
Palbo28 vs Palbo3	SIX2	 	transcription regulator	Inhibited	-2.236	 	1.03E-04	CCNB1,CCNB2,CDC45,CDC6,MCM2	 
Doxo14 vs Cycling0	SHOX	 	transcription regulator	 	 	 	1.05E-04	CCNB1,CDK1,RBL1	 
Palbo14 vs Cycling0	ZFP57	 	transcription regulator	 	-1.964	bias	1.05E-04	BRCA1,CCNA2,CCNE2,CDC7	 
Palbo14 vs Cycling0	CEBPE	 	transcription regulator	Activated	2.449	 	1.08E-04	BCL2,CSF1R,MCM2,MCM3,MCM5,MCM6,MCM7	 
Palbo28 vs Palbo3	ATF3	 	transcription regulator	 	-1.230	 	1.17E-04	AURKA,AURKB,NEK2,PLK1,RRM2,TK1,TP73	89 (7)
Doxo21 vs Doxo3	SND1	 	transcription regulator	 	-1.414	bias	1.17E-04	C4orf46,CDC6,CDK2,CKS1B,DEPDC1B,DHFR,E2F1,IQGAP3,MNS1,SLC8A1,SLCO4A1	 
Palbo14 vs Cycling0	NKX2-1	 	transcription regulator	 	 	 	1.18E-04	CHRNA5,CKS1B,EMP2,FOXQ1,HELLS,HMGB2,LEF1,MYB,RAD51,RRM2,SCARA3,WNT7B	 
Doxo14 vs Cycling0	PAX6	 	transcription regulator	Activated	2.646	 	1.18E-04	CDC45,CDCA2,CDCA7,CDK2,CENPI,CENPN,IQGAP3,MCM3,MCM6,SMC2	 
Doxo14 vs Cycling0	MDM4	 	transcription regulator	Inhibited	-2.000	bias	1.18E-04	CENPF,E2F1,KIF23,MAD2L1,WNT7B	 
Doxo21 vs Doxo3	MXI1	 	transcription regulator	 	1.969	bias	1.19E-04	CCNB1,FOXM1,MKI67,ODC1	11 (2)
Palbo28 vs Palbo3	PRDM2	 	transcription regulator	Inhibited	-2.828	 	1.21E-04	ANLN,ASPM,ATAD5,CIP2A,HCCS-DT,HMMR,NUF2,SGO2	 
Palbo14 vs Palbo3	TBX21	 	transcription regulator	 	 	 	1.21E-04	CDCA5,DTL,IL7R,MYB,UBE2C	 
Doxo21 vs Doxo3	WBP2	 	transcription regulator	 	-1.667	 	1.29E-04	CYP24A1,FOXQ1,HMGB2,LEF1,MBOAT1,PEG10,PIMREG,TK1,ZNF367	 
Doxo14 vs Cycling0	SMARCA2	 	transcription regulator	 	 	 	1.31E-04	CDK2,DHFR,E2F1,RBL1,RRM2,TYMS	156 (14)
Palbo14 vs Palbo3	Hoxa9	 	transcription regulator	 	 	 	1.33E-04	BCL2,IL7R,RAD51	6 (3)
Doxo21 vs Doxo3	DLX4	 	transcription regulator	 	 	 	1.40E-04	BRCA1,CKS2,TOP2A	 
Doxo21 vs Doxo3	FOXK1	 	transcription regulator	 	 	 	1.40E-04	CDC25A,H2AX,MCM2	 
Doxo21 vs Doxo3	RNF112	 	transcription regulator	 	 	 	1.40E-04	CCNB1,CKS1B,FOXM1	159 (4)
Doxo21 vs Cycling0	ID2	 	transcription regulator	 	1.609	 	1.42E-04	AURKB,BCL2,CCNB1,CCNE2,CDC25B,CDC6,CDK1,CDKN2C,E2F2,ETS2,MYB,PLK1	228 (14)
Palbo14 vs Cycling0	WBP2	 	transcription regulator	 	-1.265	 	1.45E-04	CYP24A1,FOXQ1,HMGB2,LEF1,MBOAT1,NECTIN1,PEG10,PIMREG,TK1,ZNF367	 
Doxo21 vs Cycling0	MXI1	 	transcription regulator	 	1.969	bias	1.47E-04	CCNB1,FOXM1,MKI67,ODC1	11 (2)
Doxo21 vs Doxo3	PTTG1	-2.728	transcription regulator	Activated	2.219	bias	1.56E-04	BCL2,CCNA2,CCNB1,CDKN2D,FANCG,FEN1,LIG1	229 (16)
Doxo14 vs Doxo3	SP1	 	transcription regulator	Inhibited	-3.101	bias	1.58E-04	BIRC5,CCNA2,CDC25B,CDKN2C,DHFR,E2F1,EXO1,FOXM1,MYBL2,PTN,PTTG1,RAD54L,RECQL4,RRM2	101 (17)
Doxo21 vs Doxo3	NFYC	 	transcription regulator	 	 	 	1.65E-04	CCNB1,CCNB2,CDCA8,PTTG1,RFC3,TYMS	26 (2)
Doxo21 vs Cycling0	DLX4	 	transcription regulator	 	 	 	1.65E-04	BRCA1,CKS2,TOP2A	 
Doxo21 vs Cycling0	FOXK1	 	transcription regulator	 	 	 	1.65E-04	CDC25A,H2AX,MCM2	 
Doxo21 vs Cycling0	RNF112	 	transcription regulator	 	 	 	1.65E-04	CCNB1,CKS1B,FOXM1	179 (5)
Palbo28 vs Cycling0	SMARCA2	 	transcription regulator	 	 	 	1.65E-04	BCL2,CDK2,DHFR,E2F1,RBL1,RRM2,TYMS	213 (16)
Doxo21 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	1.68E-04	ARHGAP11A,CDC6,DLGAP5,ETS2,GMNN,HMGN2,KIF20B,MYB,NRGN,USP1	 
Doxo14 vs Doxo3	ASCL1	 	transcription regulator	Inhibited	-2.213	bias	1.72E-04	BIRC5,CDCA7,E2F1,FOXM1,TTK,UBE2C	 
Palbo28 vs Cycling0	SALL4	 	transcription regulator	Inhibited	-3.317	 	1.76E-04	BIRC5,BRCA1,CCNB2,CDK2,E2F2,GRAP2,INCENP,LEF1,LIG1,MAD2L2,RAD51	113 (6)
Doxo3 vs Cycling0	HOXD12	 	transcription regulator	 	 	 	1.77E-04	CCNA2,CCNB1	 
Palbo28 vs Palbo3	SPI1	 	transcription regulator	 	-0.610	bias	1.81E-04	CCNB1,CCNB2,E2F1,E2F2,IL7R,mir-25 (includes others),MYB,RAD51,TK1,TUBA3C	105 (19)
Doxo21 vs Doxo3	FUS	 	transcription regulator	Inhibited	-2.449	bias	1.82E-04	GINS4,JPT1,MCM4,PLK1,RFC3,RFC4,SKA3,TIMELESS	 
Palbo28 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	1.83E-04	CCNF,CDK1,MCM6,POLA1,RAD51,UHRF1	155 (7)
Doxo21 vs Cycling0	NFKBIA	 	transcription regulator	Inhibited	-2.692	bias	1.85E-04	AURKB,BCL2,BUB1B,CCNA2,CCNB1,CCNE2,CDC25A,CDC25B,CDC45,CDC6,CDK2,CDKN2D,CKS1B,FOXM1,HMGB1,PCNA,RRM1,TMPO	237 (20)
Palbo14 vs Palbo3	TLX1	 	transcription regulator	 	 	 	1.87E-04	CDC20,MYB,RAD51	 
Doxo21 vs Cycling0	WBP2	 	transcription regulator	 	-1.000	 	1.94E-04	CYP24A1,FOXQ1,HMGB2,LEF1,MBOAT1,NECTIN1,PIMREG,TK1,ZNF367	 
Doxo21 vs Doxo3	CBX3	 	transcription regulator	 	 	 	1.94E-04	BIRC5,CDC25A,CDK1,E2F1,PLK1	203 (12)
Palbo3 vs Cycling0	SMARCA2	 	transcription regulator	 	 	 	1.97E-04	BCL2,CDK2,DHFR,E2F1,RBL1,RRM2,TYMS	218 (16)
Palbo28 vs Cycling0	PAX6	 	transcription regulator	Activated	2.828	 	1.99E-04	CDC45,CDC6,CDCA2,CDCA7,CDK2,CENPI,CENPN,EXO1,IQGAP3,MCM3,MCM6,SMC2	 
Doxo14 vs Doxo3	PAX8	 	transcription regulator	 	-1.982	bias	1.99E-04	CCNA2,CDC6,DHFR,E2F1	 
Palbo14 vs Palbo3	VDR	 	transcription regulator	 	-0.541	 	2.00E-04	BCL2,CDC20,CENPA,CENPH,CYP24A1,F3,TK1	48 (10)
Doxo21 vs Doxo3	SHOX	 	transcription regulator	 	 	 	2.08E-04	CCNB1,CDK1,RBL1	 
Palbo14 vs Palbo3	YAP1	 	transcription regulator	Activated	2.242	 	2.17E-04	AURKB,CDC20,CDCA5,E2F1,FST,KIF4A,RAD51,RRM2,TK1,TP73	47 (19)
Doxo21 vs Cycling0	PTTG1	-3.087	transcription regulator	Activated	2.219	bias	2.18E-04	BCL2,CCNA2,CCNB1,CDKN2D,FANCG,FEN1,LIG1	233 (16)
Doxo21 vs Cycling0	NFYC	 	transcription regulator	 	 	 	2.22E-04	CCNB1,CCNB2,CDCA8,PTTG1,RFC3,TYMS	25 (2)
Palbo14 vs Palbo3	WBP2	 	transcription regulator	 	-0.447	 	2.25E-04	CYP24A1,FOXQ1,PIMREG,TK1,ZNF367	 
Palbo3 vs Cycling0	SALL4	 	transcription regulator	Inhibited	-3.317	 	2.26E-04	BIRC5,BRCA1,CCNB2,CDK2,E2F2,GRAP2,INCENP,LEF1,LIG1,MAD2L2,RAD51	124 (7)
Palbo28 vs Cycling0	MXI1	 	transcription regulator	 	1.969	bias	2.29E-04	CCNB1,FOXM1,MKI67,ODC1	11 (2)
Palbo14 vs Cycling0	SMARCA2	 	transcription regulator	 	 	 	2.31E-04	BCL2,CDK2,DHFR,E2F1,RBL1,RRM2,TYMS	221 (15)
Palbo28 vs Cycling0	DLX4	 	transcription regulator	 	 	 	2.32E-04	BRCA1,CKS2,TOP2A	 
Palbo28 vs Cycling0	FOXK1	 	transcription regulator	 	 	 	2.32E-04	CDC25A,H2AX,MCM2	 
Palbo28 vs Cycling0	RNF112	 	transcription regulator	 	 	 	2.32E-04	CCNB1,CKS1B,FOXM1	189 (5)
Doxo21 vs Doxo3	CEBPE	 	transcription regulator	Activated	2.449	 	2.37E-04	BCL2,MCM2,MCM3,MCM5,MCM6,MCM7	 
Doxo14 vs Cycling0	ZNF507	 	transcription regulator	 	-0.975	bias	2.37E-04	BIRC5,CCNB1,CDK1,CDK2	 
Palbo14 vs Palbo3	ID3	 	transcription regulator	 	-0.966	 	2.38E-04	BCL2,E2F2,IL7R,MYB,RAD51,SDC1	37 (8)
Doxo14 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	2.40E-04	CCNF,CDK1,MCM6,POLA1,UHRF1	52 (4)
Doxo21 vs Cycling0	SHOX	 	transcription regulator	 	 	 	2.45E-04	CCNB1,CDK1,RBL1	 
Doxo21 vs Cycling0	CBX3	 	transcription regulator	 	 	 	2.50E-04	BIRC5,CDC25A,CDK1,E2F1,PLK1	211 (12)
Palbo3 vs Cycling0	DLX4	 	transcription regulator	 	 	 	2.52E-04	BRCA1,CKS2,TOP2A	 
