© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo14 vs Cycling0	HTATIP2	 	transcription regulator	 	 	 	1.13E-02	SNAI1,SPARC	 
Palbo3 vs Cycling0	PDX1	 	transcription regulator	 	-0.577	bias	1.15E-02	COL1A1,COL3A1,KRT18,MAP2,SLIT3	 
Palbo14 vs Cycling0	KDM3A	 	transcription regulator	 	 	 	1.15E-02	SERPINE1,TAGLN,TNC	 
Palbo14 vs Cycling0	FOSL1	 	transcription regulator	 	0.577	 	1.15E-02	PROS1,SERPINE1,SERPINE2,SNAI1,SPARC	 
Palbo28 vs Palbo3	ATXN7L3	 	transcription regulator	 	 	 	1.17E-02	PRKN	 
Palbo28 vs Palbo3	DDX54	 	transcription regulator	 	 	 	1.17E-02	CCN5	 
Palbo28 vs Palbo3	MLLT1	 	transcription regulator	 	 	 	1.17E-02	HOXA13	 
Palbo28 vs Palbo3	OSR2	 	transcription regulator	 	 	 	1.17E-02	TGFB3	 
Palbo28 vs Palbo3	TWIST1	 	transcription regulator	 	-1.964	 	1.17E-02	COL1A1,PCOLCE,TIMP3,VCAN	 
Palbo28 vs Palbo3	SP3	 	transcription regulator	 	 	 	1.17E-02	BMF,COL1A1,RECK,TNC	 
Palbo14 vs Cycling0	PDLIM1	 	transcription regulator	 	 	 	1.17E-02	CCL5,SNAI1	 
Palbo14 vs Cycling0	DNAJB6	 	transcription regulator	 	 	 	1.17E-02	KRT18,SPARC	 
Palbo14 vs Cycling0	HDAC8	 	transcription regulator	 	 	 	1.17E-02	FN1,SNAI1	 
Doxo21 vs Cycling0	NFATC4	 	transcription regulator	 	 	 	1.17E-02	COL1A1,COL3A1	 
Doxo3 vs Cycling0	ING2	 	transcription regulator	 	 	 	1.17E-02	SERPINE1	 
Palbo3 vs Cycling0	GATA4	 	transcription regulator	Inhibited	-2.201	 	1.17E-02	COL1A1,COL1A2,COL3A1,ECM2,INMT,PTGS2	 
Palbo14 vs Palbo3	CBX3	 	transcription regulator	 	 	 	1.18E-02	PRKN,STAT5A	 
Doxo3 vs Cycling0	ZBTB18	 	transcription regulator	 	 	 	1.18E-02	CHSY3,EMILIN1	 
Doxo21 vs Doxo3	RUNX1	 	transcription regulator	 	 	 	1.18E-02	ADAMTSL4,FAP,ID2,LUM,SERPINE1	 
Doxo14 vs Cycling0	HDAC3	 	transcription regulator	 	 	 	1.19E-02	COL1A2,GPAM,LDHA,TAGLN	 
Palbo3 vs Cycling0	SMARCD3	 	transcription regulator	 	 	 	1.19E-02	COL1A1,DKK3	 
Palbo3 vs Cycling0	NFYB	 	transcription regulator	 	 	 	1.19E-02	CBS,COL1A1,COL1A2,PDGFRB,SLIT3,ST8SIA4	 
Palbo28 vs Cycling0	SIX1	 	transcription regulator	 	-1.000	bias	1.20E-02	FN1,LDB3,PPFIA4,SGCD	 
Doxo14 vs Doxo3	RELA	 	transcription regulator	 	-0.001	 	1.21E-02	CBS,CCL5,CHI3L1,COL1A1,SERPINE2,STAT5A	 
Doxo3 vs Cycling0	NUPR1	 	transcription regulator	 	0.707	bias	1.21E-02	ASIC1,GBP2,HSPA2,MAGI1,RAB17,RIMKLA,S100A4,SERPINE1	 
Doxo14 vs Doxo3	ZEB1	 	transcription regulator	 	 	 	1.21E-02	COL1A1,COL3A1,THBS1	 
Palbo14 vs Palbo3	QKI	 	transcription regulator	 	 	 	1.22E-02	FN1,FSCN1,TNC	 
Doxo21 vs Cycling0	FOXL2	 	transcription regulator	 	 	 	1.22E-02	HMCN1,RGS2,SERPINE2	 
Palbo28 vs Palbo3	SIRT1	 	transcription regulator	 	 	 	1.22E-02	APLN,ARNT2,CA12,LDHA,NCAM2,TIMP3	 
Palbo14 vs Cycling0	IRF5	 	transcription regulator	 	0.686	bias	1.22E-02	CCL5,COL3A1,PTGS2,TNFSF10	 
Palbo28 vs Cycling0	BRD7	 	transcription regulator	 	 	 	1.23E-02	FN1,SERPINE1	 
Palbo28 vs Cycling0	IRF2	 	transcription regulator	 	 	 	1.23E-02	ANG,CA12,PTGS2,TNFSF10	 
Doxo14 vs Doxo3	BTG2	 	transcription regulator	 	 	 	1.23E-02	COL1A1,IGFBP4	 
Palbo28 vs Palbo3	MRTFA	 	transcription regulator	 	 	 	1.24E-02	ACTG2,CCN5,COL1A1,TNC	 
Palbo3 vs Cycling0	SNAI2	 	transcription regulator	 	-1.000	 	1.25E-02	COL1A1,KRT18,MIR210HG,MUC1	 
Doxo21 vs Doxo3	PAX3	 	transcription regulator	 	 	 	1.25E-02	F2RL1,ID2,IFITM2,RARRES2	 
Palbo14 vs Palbo3	ATXN7L3	 	transcription regulator	 	 	 	1.26E-02	PRKN	 
Palbo14 vs Palbo3	DDX54	 	transcription regulator	 	 	 	1.26E-02	CCN5	 
Palbo14 vs Palbo3	OSR2	 	transcription regulator	 	 	 	1.26E-02	TGFB3	 
Palbo14 vs Palbo3	PURB	 	transcription regulator	 	 	 	1.26E-02	HTRA1	 
Doxo3 vs Cycling0	HLTF	 	transcription regulator	 	 	 	1.26E-02	ADGRE1,SERPINE1	 
Doxo3 vs Cycling0	HEXIM1	 	transcription regulator	 	 	 	1.26E-02	AKR1C3,TGFB2	 
Doxo3 vs Cycling0	YAP1	 	transcription regulator	 	-1.249	bias	1.26E-02	CCDC80,CCN5,SERPINE1,SMAD6,TAGLN,TGFB1I1,TGFB2,THBS1,VCAN	 
Palbo3 vs Cycling0	NCOA2	 	transcription regulator	 	1.067	bias	1.27E-02	CCL5,MUC1,PPP1R3B,PTGS2,TSC22D3	 
Doxo3 vs Cycling0	SOX2	 	transcription regulator	 	-0.659	bias	1.28E-02	CCN5,CHST15,DLL1,EFEMP1,SERPINE1,SNAI1,TGFB2,VCAN	 
Doxo14 vs Cycling0	SOX7	 	transcription regulator	 	 	 	1.28E-02	COL1A1,TGFBI,VCAN	 
Palbo28 vs Cycling0	FLI1	 	transcription regulator	 	 	 	1.28E-02	CCL5,COL1A2,TNC	 
Palbo3 vs Cycling0	GATA2	 	transcription regulator	 	-0.447	bias	1.29E-02	ANGPT1,ARNT2,CCL5,CHI3L1,GIMAP8,SNTG2,SUCNR1,TNFSF10	 
Doxo3 vs Cycling0	YBX1	 	transcription regulator	 	-1.987	bias	1.29E-02	EFEMP1,MUC1,PDGFRB,SNAI1	 
Palbo3 vs Cycling0	YAP1	 	transcription regulator	Activated	2.616	bias	1.29E-02	CCL5,COL1A1,COL3A1,COL5A1,DCN,PPP1R3B,PTGS2,SPRY1,STAT5A,TGFB2	 
Doxo14 vs Doxo3	NFIC	 	transcription regulator	 	 	 	1.29E-02	CHI3L1,RASSF9,STAT5A	 
Palbo28 vs Cycling0	RFX7	 	transcription regulator	 	 	 	1.29E-02	DDIT4	 
Palbo28 vs Cycling0	TAF5L	 	transcription regulator	 	 	 	1.29E-02	PRKN	 
Palbo28 vs Cycling0	ING2	 	transcription regulator	 	 	 	1.29E-02	SERPINE1	 
Palbo28 vs Cycling0	PEX14	 	transcription regulator	 	 	 	1.29E-02	PTGS2	 
Palbo14 vs Cycling0	RELB	 	transcription regulator	 	0.762	bias	1.29E-02	CHI3L1,ENPP2,FSCN1,PTGS2,SELL	 
Doxo21 vs Doxo3	CUX1	 	transcription regulator	 	 	 	1.30E-02	CCL5,CCN5,THBS1	 
Palbo3 vs Cycling0	PAX3	 	transcription regulator	 	 	 	1.30E-02	COL1A2,DUSP2,IFITM2,RARRES2,TGFB2	 
Doxo3 vs Cycling0	GMNN	 	transcription regulator	 	 	 	1.30E-02	CHST15,EFEMP1,TGFB2	 
Doxo21 vs Doxo3	CBX3	 	transcription regulator	 	 	 	1.32E-02	PRKN,STAT5A	 
Palbo28 vs Cycling0	FOXF2	 	transcription regulator	 	 	 	1.32E-02	ACTG2,FN1	 
Palbo14 vs Cycling0	MYOD1	 	transcription regulator	 	1.337	bias	1.32E-02	ACTC1,ENPP2,LDB3,MSC,PPFIA4,RECK,TNS1	 
Doxo21 vs Cycling0	NOSTRIN	 	transcription regulator	 	 	 	1.33E-02	COL18A1,THBS1	 
Doxo21 vs Doxo3	TP63	 	transcription regulator	 	0.380	 	1.33E-02	DCN,DDIT4,PTGS2,RASSF9,SERPINE1,SPEG,SYT7,THBS1	 
Doxo21 vs Doxo3	ATXN7L3	 	transcription regulator	 	 	 	1.33E-02	PRKN	 
Doxo21 vs Doxo3	DDX54	 	transcription regulator	 	 	 	1.33E-02	CCN5	 
Doxo21 vs Doxo3	MXD3	 	transcription regulator	 	 	 	1.33E-02	ID2	 
Palbo14 vs Cycling0	E2F3	 	transcription regulator	 	-1.342	bias	1.34E-02	AKR1C1,AKR1C2,CA12,JAM2,SERPINE1,TIMP3	 
Palbo28 vs Cycling0	SRF	 	transcription regulator	 	1.982	bias	1.34E-02	ACTG2,CCL5,FHL1,LDB3,PLA2R1,PTGS2,TNC	 
Doxo3 vs Cycling0	MED1	 	transcription regulator	 	 	 	1.35E-02	CCN5,GPAM,SELL,SERPINE1,THBS1	 
Palbo14 vs Palbo3	DACH1	 	transcription regulator	 	 	 	1.35E-02	EFEMP1,PTGS2	 
Palbo14 vs Cycling0	TRPS1	 	transcription regulator	 	 	 	1.35E-02	FN1,RANBP3L,SNAI1	 
Doxo21 vs Cycling0	KLF2	 	transcription regulator	 	 	 	1.36E-02	APLN,DLL1,THBS1,TNFSF10	 
Doxo21 vs Cycling0	HDAC2	 	transcription regulator	 	 	 	1.36E-02	COL1A1,DPT,TAGLN,TNFSF10	 
Palbo14 vs Cycling0	CREB1	 	transcription regulator	 	-0.057	bias	1.37E-02	AK4,CACNA2D1,CDH11,CEBPD,EDIL3,FN1,GRIK2,KCND2,PLXDC2,PTGS2,PTPRN,YPEL4	 
Doxo21 vs Cycling0	IRF5	 	transcription regulator	 	 	 	1.37E-02	COL1A1,COL3A1,TNFSF10	 
Palbo28 vs Cycling0	IRF3	 	transcription regulator	 	 	 	1.37E-02	CCL5,CDH11,FN1,TIMP3,TNFSF10	 
Palbo28 vs Cycling0	ZBTB20	 	transcription regulator	 	 	 	1.38E-02	CA12,DCN,GAS6	 
Palbo3 vs Cycling0	BNC2	 	transcription regulator	 	 	 	1.38E-02	COL1A1	 
Palbo3 vs Cycling0	RFX7	 	transcription regulator	 	 	 	1.38E-02	DDIT4	 
Palbo3 vs Cycling0	ZNF366	 	transcription regulator	 	 	 	1.38E-02	TSC22D3	 
Palbo3 vs Cycling0	TAF5L	 	transcription regulator	 	 	 	1.38E-02	PRKN	 
Palbo3 vs Cycling0	PEX14	 	transcription regulator	 	 	 	1.38E-02	PTGS2	 
Palbo28 vs Palbo3	MYCN	 	transcription regulator	 	1.980	 	1.38E-02	COL1A1,DUSP2,LDHA,PDK1,PRKN	 
Doxo21 vs Doxo3	GLI1	 	transcription regulator	 	-0.447	 	1.39E-02	CDH11,DBP,ID2,MMP11,PCDH18,PTGS2,SYTL2	 
Doxo14 vs Cycling0	CBX5	 	transcription regulator	 	1.000	bias	1.39E-02	AKR1C3,CEMIP,STAT5A,TGFBI	 
Doxo14 vs Cycling0	KLF6	 	transcription regulator	 	-0.692	bias	1.39E-02	CHI3L1,COL1A1,LDHA,SERPINH1,STAT5A,VCAN	 
Doxo14 vs Cycling0	BNC2	 	transcription regulator	 	 	 	1.40E-02	COL1A1	 
Doxo14 vs Cycling0	RFX7	 	transcription regulator	 	 	 	1.40E-02	DDIT4	 
Doxo14 vs Cycling0	ZNF366	 	transcription regulator	 	 	 	1.40E-02	TSC22D3	 
Doxo21 vs Cycling0	SFMBT1	 	transcription regulator	 	 	 	1.41E-02	APLN,MAP2	 
Palbo28 vs Cycling0	NFIX	 	transcription regulator	 	 	 	1.41E-02	CHI3L1,SERPINE1	 
Palbo14 vs Palbo3	ETV4	 	transcription regulator	 	 	 	1.42E-02	FN1,PTGS2	 
Doxo14 vs Doxo3	NKAP	 	transcription regulator	 	 	 	1.42E-02	ST8SIA4	 
Doxo14 vs Doxo3	UBE2K	 	transcription regulator	 	 	 	1.42E-02	COL1A1	 
Doxo14 vs Doxo3	MED24	 	transcription regulator	 	 	 	1.42E-02	PRKN	 
Doxo21 vs Doxo3	FUS	 	transcription regulator	 	 	 	1.43E-02	PRKN,PTGS2,SLC44A2	 
Palbo14 vs Cycling0	SOX17	 	transcription regulator	 	 	 	1.43E-02	AKR1C1,AKR1C2,SPARC	 
Doxo14 vs Cycling0	CEBPD	-0.569	transcription regulator	 	-1.982	bias	1.43E-02	AKR1C1,COL1A1,COL1A2,COL5A1	 
Doxo3 vs Cycling0	SMAD7	 	transcription regulator	 	1.951	 	1.43E-02	EFEMP1,SERPINE1,TAGLN,TGFB2	 
Palbo28 vs Palbo3	STAT5B	 	transcription regulator	 	-0.447	 	1.44E-02	BMF,CYP39A1,NNMT,ST8SIA4,STAT5A	 
Doxo14 vs Doxo3	RUNX2	 	transcription regulator	 	 	 	1.45E-02	COL1A1,COL3A1,PCDH18	 
Palbo14 vs Cycling0	IRX5	 	transcription regulator	 	 	 	1.45E-02	KCND2,TNFSF10	 
Doxo14 vs Cycling0	WWTR1	 	transcription regulator	 	0.447	 	1.46E-02	COL1A1,CTHRC1,GJA1,TAGLN,VCAN	 
Palbo28 vs Cycling0	NFAT5	 	transcription regulator	 	0.820	 	1.47E-02	CCL5,COL1A2,DDIT4,JAM2,PTGS2,TNC,TNFRSF11B,TNFSF10	 
Doxo21 vs Doxo3	SOX4	 	transcription regulator	 	-1.980	 	1.48E-02	IGFBP4,MMP11,SERPINE1,SERPINE2	 
Palbo28 vs Palbo3	CBX5	 	transcription regulator	 	 	 	1.48E-02	CEMIP,HOXA13,STAT5A	 
Palbo14 vs Cycling0	SOX9	 	transcription regulator	 	1.213	bias	1.48E-02	COL3A1,COL5A1,FN1,ITGB8,THBS2	 
Doxo21 vs Cycling0	GLIS2	 	transcription regulator	 	 	 	1.49E-02	COL1A1,SNAI1	 
Doxo14 vs Doxo3	ARID2	 	transcription regulator	 	 	 	1.49E-02	COL1A1,THBS1	 
Doxo21 vs Doxo3	EOMES	 	transcription regulator	 	 	 	1.50E-02	COL3A1,MXRA5,RAB17	 
Palbo14 vs Cycling0	WWTR1	 	transcription regulator	 	0.200	 	1.50E-02	EFNA3,FN1,ITGB8,SERPINE1,TAGLN,VCAN	 
Palbo3 vs Cycling0	NFIC	 	transcription regulator	 	1.000	bias	1.50E-02	CHI3L1,DUSP2,RASSF9,STAT5A	 
Palbo28 vs Cycling0	CREB1	 	transcription regulator	 	1.187	bias	1.51E-02	AK4,CDH11,FN1,LAYN,PLXDC2,PTGS2,PTPRN,SMAD6,YPEL4	 
Doxo21 vs Doxo3	ASXL1	 	transcription regulator	 	 	 	1.52E-02	RARRES2,SERPINE1	 
Doxo21 vs Doxo3	ARRB1	 	transcription regulator	 	 	 	1.52E-02	PTGS2,SERPINE1	 
Doxo14 vs Doxo3	RBPJ	 	transcription regulator	 	 	 	1.52E-02	APLN,CCL5,DLL1,SPATA13	 
Doxo3 vs Cycling0	SMAD5	 	transcription regulator	 	 	 	1.52E-02	SERPINE1,SMAD6	 
Palbo14 vs Palbo3	CEBPA	 	transcription regulator	Activated	2.186	bias	1.52E-02	AKR1C2,APLN,CHI3L1,PTGS2,RGS2,TNFAIP6	 
Doxo14 vs Cycling0	EGR1	 	transcription regulator	 	-1.254	bias	1.52E-02	COL1A1,COL1A2,SNAI1,THBS1,TNFSF10	 
Palbo28 vs Cycling0	PRDM16	 	transcription regulator	 	 	 	1.53E-02	CCL5,DCN,SERPINE1	 
Doxo14 vs Cycling0	FOXO1	 	transcription regulator	 	-1.994	bias	1.53E-02	APLN,COL1A1,DDIT4,DNM3OS,GPAM,SELL,THBS1,TNFSF10	 
Palbo3 vs Cycling0	FLI1	 	transcription regulator	 	 	 	1.53E-02	CCL5,COL1A1,COL1A2	 
Palbo3 vs Cycling0	WBP2	 	transcription regulator	 	1.000	 	1.53E-02	KRT86,PTGS2,RARRES2,SPRY1	 
Doxo14 vs Cycling0	DTX1	 	transcription regulator	 	 	 	1.54E-02	SNAI1,TGFB2	 
Doxo14 vs Cycling0	FOXF2	 	transcription regulator	 	 	 	1.54E-02	ACTG2,TAGLN	 
Doxo21 vs Cycling0	MAX	 	transcription regulator	 	 	 	1.54E-02	ACTC1,DUSP2,PDGFRB	 
Doxo21 vs Cycling0	STAT5B	 	transcription regulator	 	0.447	bias	1.55E-02	ACTC1,AKR1C1,CYP39A1,NNMT,ST8SIA4,ZFP36	 
Doxo14 vs Doxo3	CALR	 	transcription regulator	 	 	 	1.55E-02	COL1A1,COL3A1	 
Palbo28 vs Palbo3	ASCC1	 	transcription regulator	 	 	 	1.56E-02	TNFSF10	 
Palbo28 vs Palbo3	NKAP	 	transcription regulator	 	 	 	1.56E-02	ST8SIA4	 
Palbo28 vs Palbo3	UBE2K	 	transcription regulator	 	 	 	1.56E-02	COL1A1	 
Palbo28 vs Palbo3	MED24	 	transcription regulator	 	 	 	1.56E-02	PRKN	 
Doxo14 vs Doxo3	NONO	 	transcription regulator	 	 	 	1.56E-02	CCL5,IFITM2,PDE7B	 
Doxo14 vs Doxo3	MYC	 	transcription regulator	 	0.250	 	1.56E-02	CCL5,COL1A1,COL3A1,COL5A1,DDIT4,EFEMP1,GAS1,PCDH18,SERPINE2,SPATA13,THBS1	 
Doxo3 vs Cycling0	ETS1	 	transcription regulator	 	-1.969	bias	1.56E-02	ITGA10,SELL,SERPINE1,SNAI1,TGFB2	 
Palbo14 vs Cycling0	EGR1	 	transcription regulator	 	1.585	bias	1.56E-02	COL1A2,FN1,PTGS2,SERPINE1,SNAI1,TNFSF10	 
Palbo3 vs Cycling0	RUNX3	 	transcription regulator	Inhibited	-2.000	bias	1.57E-02	CDH11,FBN1,TGFB2,TPM2	 
Doxo21 vs Cycling0	HOXC8	 	transcription regulator	 	 	 	1.57E-02	GAS1,TAGLN	 
Palbo14 vs Cycling0	TSC22D3	1.121	transcription regulator	 	 	 	1.58E-02	CCL5,EDIL3,PTGS2	 
Palbo28 vs Palbo3	SMAD1	 	transcription regulator	 	 	 	1.58E-02	COL1A1,SMAD6	 
Doxo14 vs Cycling0	ARNT2	-1.057	transcription regulator	Inhibited	-2.236	bias	1.58E-02	ARNT2,DLL1,IGFBP4,TCF7L1,TSC22D3	 
Doxo21 vs Cycling0	HNF1B	 	transcription regulator	 	1.000	bias	1.58E-02	CCDC80,LUM,SERPINH1,SNAI1	 
Doxo21 vs Cycling0	SNAI1	-2.137	transcription regulator	 	-1.994	 	1.58E-02	COL1A1,DPYSL3,SERPINH1,SNAI1	 
Doxo14 vs Doxo3	SOX9	 	transcription regulator	 	 	 	1.59E-02	COL1A1,COL3A1,COL5A1	 
Doxo21 vs Doxo3	ATF1	 	transcription regulator	 	 	 	1.59E-02	PTGS2,THBS1	 
Doxo3 vs Cycling0	CTCF	 	transcription regulator	 	 	 	1.59E-02	PCDHB14,PCDHGA10,PCDHGA7,PCDHGB3	 
Palbo28 vs Cycling0	LEF1	 	transcription regulator	 	1.633	 	1.59E-02	CCL5,FN1,ITGB8,NRN1,PTGS2,SPRY1	 
Doxo14 vs Cycling0	SPDEF	 	transcription regulator	 	 	 	1.60E-02	COL1A1,COL5A1,COL5A2	 
Doxo14 vs Cycling0	FLI1	 	transcription regulator	 	 	 	1.60E-02	COL1A1,COL1A2,LDHA	 
Palbo3 vs Cycling0	ECSIT	 	transcription regulator	 	 	 	1.60E-02	PTGS2,STAT5A	 
Palbo3 vs Cycling0	ZBTB18	 	transcription regulator	 	 	 	1.60E-02	COL5A1,EMILIN1	 
Palbo14 vs Cycling0	NAB2	 	transcription regulator	 	 	 	1.60E-02	FN1,TNFSF10	 
Doxo21 vs Doxo3	FOXO1	 	transcription regulator	 	-1.000	 	1.63E-02	APLN,DDIT4,DEPP1,PTGS2,SERPINE1,THBS1	 
Doxo21 vs Cycling0	ALX1	 	transcription regulator	 	 	 	1.63E-02	SNAI1	 
Doxo21 vs Cycling0	TRIP13	 	transcription regulator	 	 	 	1.63E-02	SNAI1	 
Doxo21 vs Cycling0	CUX2	 	transcription regulator	 	 	 	1.63E-02	DLL1	 
Doxo14 vs Doxo3	GATA4	 	transcription regulator	 	 	 	1.63E-02	COL1A1,COL3A1,CTHRC1,GAS1	 
Palbo28 vs Palbo3	SIX1	 	transcription regulator	 	 	 	1.64E-02	LDHA,PPFIA4,SGCD	 
Palbo28 vs Palbo3	NFIC	 	transcription regulator	 	 	 	1.64E-02	DUSP2,LDHA,STAT5A	 
Palbo28 vs Palbo3	NUPR1	 	transcription regulator	 	1.633	 	1.65E-02	COL1A1,HSPA2,PDK1,RAB20,RIMKLA,TCAF2	 
Palbo14 vs Palbo3	STAT4	 	transcription regulator	 	1.000	bias	1.66E-02	ANGPTL6,FSCN1,PDK1,TGFB3	 
Doxo14 vs Doxo3	TSHZ3	 	transcription regulator	 	 	 	1.66E-02	COL5A1,CXXC5	 
Palbo28 vs Palbo3	WBP2	 	transcription regulator	 	 	 	1.67E-02	BMF,RARRES2,SPRY1	 
Palbo28 vs Palbo3	IRF2	 	transcription regulator	 	 	 	1.67E-02	ANG,CA12,TNFSF10	 
Palbo14 vs Palbo3	NMI	 	transcription regulator	 	 	 	1.67E-02	PTGS2	 
Palbo28 vs Palbo3	HOXA5	 	transcription regulator	 	 	 	1.70E-02	COL1A1,TGFB3	 
Doxo3 vs Cycling0	GLIS2	 	transcription regulator	 	 	 	1.71E-02	SERPINE1,SNAI1	 
Doxo14 vs Doxo3	RAD21	 	transcription regulator	 	 	 	1.72E-02	PCDHGA10,THBS1	 
Palbo28 vs Palbo3	SOX2	 	transcription regulator	 	-0.277	 	1.72E-02	CCN5,COL1A1,PDK1,TGFB3,TIMP3,VCAN	 
Palbo14 vs Palbo3	SNAI2	 	transcription regulator	 	 	 	1.73E-02	FN1,MIR210HG,MUC1	 
Palbo28 vs Palbo3	KLF11	 	transcription regulator	 	 	 	1.73E-02	SMAD6,TGFB3,TIMP3	 
Palbo14 vs Cycling0	SATB2	 	transcription regulator	 	 	 	1.74E-02	EFEMP1,NNMT,PIEZO2	 
Palbo3 vs Cycling0	PRDM1	 	transcription regulator	 	0.000	 	1.74E-02	CA9,CFH,CHI3L1,DDIT4,SPRY1,TNFSF10	 
Doxo21 vs Cycling0	TBXT	 	transcription regulator	 	 	 	1.75E-02	COL1A1,DLL1	 
Doxo3 vs Cycling0	DDX54	 	transcription regulator	 	 	 	1.75E-02	CCN5	 
Doxo3 vs Cycling0	ALX1	 	transcription regulator	 	 	 	1.75E-02	SNAI1	 
Doxo3 vs Cycling0	TRIP13	 	transcription regulator	 	 	 	1.75E-02	SNAI1	 
Doxo3 vs Cycling0	CUX2	 	transcription regulator	 	 	 	1.75E-02	DLL1	 
Palbo28 vs Cycling0	STAT4	 	transcription regulator	Activated	2.236	bias	1.75E-02	ANGPTL6,FSCN1,PDK1,RCN3,SERPINE1	 
Doxo14 vs Doxo3	KLF6	 	transcription regulator	 	0.655	 	1.76E-02	CCL5,CHI3L1,COL1A1,STAT5A	 
Doxo3 vs Cycling0	TRIM28	 	transcription regulator	 	 	 	1.76E-02	EFEMP1,S100A4,SLC44A3,WNT10B	 
Doxo14 vs Doxo3	YBX1	 	transcription regulator	 	 	 	1.76E-02	CCL5,COL1A1,EFEMP1	 
Palbo14 vs Cycling0	FOXK2	 	transcription regulator	 	 	 	1.76E-02	PDK1,SERPINE1	 
Palbo14 vs Cycling0	SPZ1	 	transcription regulator	 	 	 	1.76E-02	FN1,SNAI1	 
Palbo14 vs Cycling0	SP100	 	transcription regulator	 	 	 	1.76E-02	GABRE,SNAI1	 
Palbo14 vs Cycling0	HOXD3	 	transcription regulator	 	 	 	1.76E-02	SERPINE1,TAGLN	 
Doxo14 vs Cycling0	LHX2	 	transcription regulator	 	 	 	1.77E-02	COL1A1,RARRES2	 
Palbo3 vs Cycling0	LMO2	 	transcription regulator	Activated	2.449	 	1.77E-02	ANGPT1,EFEMP2,GIMAP8,STAT5A,TGFB2,TNS2	 
Doxo14 vs Doxo3	NEUROD4	 	transcription regulator	 	 	 	1.77E-02	DLL1	 
Doxo14 vs Doxo3	TDP2	 	transcription regulator	 	 	 	1.77E-02	KCND2	 
Doxo14 vs Doxo3	TBX6	 	transcription regulator	 	 	 	1.77E-02	DLL1	 
Doxo14 vs Doxo3	ZNF513	 	transcription regulator	 	 	 	1.77E-02	COL1A1	 
Doxo14 vs Doxo3	TAF7	 	transcription regulator	 	 	 	1.77E-02	COL1A1	 
Doxo21 vs Doxo3	MED24	 	transcription regulator	 	 	 	1.78E-02	PRKN	 
Doxo21 vs Doxo3	MXD4	 	transcription regulator	 	 	 	1.78E-02	ID2	 
Doxo21 vs Doxo3	NMI	 	transcription regulator	 	 	 	1.78E-02	PTGS2	 
Palbo14 vs Cycling0	MYB	 	transcription regulator	Activated	2.205	bias	1.78E-02	COL1A2,FN1,NMU,PTGS2,SLC16A4,SNAI1	 
Doxo14 vs Doxo3	ZNF281	 	transcription regulator	 	 	 	1.78E-02	COL1A1,THBS1	 
Doxo14 vs Doxo3	AIP	 	transcription regulator	 	 	 	1.78E-02	F2RL1,PDE7B	 
Doxo21 vs Doxo3	ZBTB16	 	transcription regulator	 	0.000	 	1.80E-02	DDIT4,F2RL1,ID2,PTGS2	 
Doxo3 vs Cycling0	HOXC8	 	transcription regulator	 	 	 	1.80E-02	CDH11,TAGLN	 
Doxo21 vs Doxo3	PPRC1	 	transcription regulator	 	 	 	1.80E-02	DDIT4,PTGS2	 
Palbo28 vs Palbo3	SRF	 	transcription regulator	 	 	 	1.81E-02	ACTG2,CTHRC1,FILIP1L,TNC,VCAN	 
Doxo3 vs Cycling0	USF1	 	transcription regulator	 	 	 	1.81E-02	GPAM,SERPINE1,SPEG	 
Palbo3 vs Cycling0	PRDM16	 	transcription regulator	 	 	 	1.82E-02	CCL5,COL3A1,DCN	 
Palbo28 vs Cycling0	NOSTRIN	 	transcription regulator	 	 	 	1.82E-02	CCL5,FN1	 
Palbo28 vs Cycling0	SMAD5	 	transcription regulator	 	 	 	1.82E-02	SERPINE1,SMAD6	 
Doxo21 vs Doxo3	TEAD4	 	transcription regulator	 	 	 	1.82E-02	COL3A1,PCDH18,THBS1	 
Doxo3 vs Cycling0	ARNT	 	transcription regulator	 	 	 	1.83E-02	ARID5B,CA9,SELL,SERPINE1	 
Doxo21 vs Doxo3	TWIST1	 	transcription regulator	Inhibited	-2.000	 	1.83E-02	DCN,IGFBP4,PCDH18,PCOLCE	 
Doxo21 vs Doxo3	SP3	 	transcription regulator	 	 	 	1.83E-02	CBS,PTGS2,RECK,SERPINE1	 
Palbo3 vs Cycling0	OLIG2	 	transcription regulator	 	 	 	1.83E-02	MYRF,WNT2B	 
Doxo21 vs Cycling0	NFAT5	 	transcription regulator	 	0.290	 	1.84E-02	COL1A1,DDIT4,HSPA2,PTGFRN,TAGLN,TNFRSF11B,TNFSF10	 
Doxo21 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	1.84E-02	ACTG2,THBS1	 
Doxo21 vs Cycling0	ATOH1	 	transcription regulator	 	 	 	1.84E-02	DLL1,GAS1	 
Palbo3 vs Cycling0	TCF7	 	transcription regulator	 	-1.134	 	1.84E-02	BAIAP3,CCL5,CEBPD,ITGB8,LPCAT2,SPRY1,TGFB3	 
Doxo14 vs Cycling0	SIM1	 	transcription regulator	Inhibited	-2.236	bias	1.86E-02	ARNT2,DLL1,IGFBP4,TCF7L1,TSC22D3	 
Doxo14 vs Cycling0	PRDM1	 	transcription regulator	 	0.557	 	1.87E-02	CA9,CHI3L1,DDIT4,PCDH18,SNAI1,TNFSF10	 
