© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo14 vs Palbo3	UXT	 	transcription regulator	 	 	 	1.25E-02	CXCL8,TNFAIP3	 
Palbo28 vs Cycling0	HNF4G	 	transcription regulator	 	 	 	1.25E-02	AKR1C4,LAMC2,SHBG	 
Palbo28 vs Cycling0	FOXL2	 	transcription regulator	 	1.987	bias	1.25E-02	BMP2,LIF,SERPINB2,TNFAIP3	 
Palbo28 vs Cycling0	FEV	 	transcription regulator	Activated	2.000	bias	1.25E-02	ENKUR,NMNAT2,SEMA3E,VCAM1	 
Palbo14 vs Cycling0	SMAD3	 	transcription regulator	 	-0.726	bias	1.25E-02	BMP2,CSF2,ESR1,IL1B,MMP1,NOX4,PCSK5,PTX3	 
Palbo28 vs Palbo3	ZEB1	 	transcription regulator	 	1.902	 	1.27E-02	ALDH1A1,IL1B,LAMC2,MMP1	 
Doxo14 vs Cycling0	HNF4G	 	transcription regulator	 	 	 	1.27E-02	AKR1C4,LAMC2,SHBG	 
Palbo3 vs Cycling0	WBP2	 	transcription regulator	 	 	 	1.28E-02	ADAMTS14,CSF3,ESR1,IL1B	 
Doxo21 vs Cycling0	JUND	 	transcription regulator	 	 	 	1.28E-02	C5AR1,MMP1,NOX4,SERPINB2	 
Doxo14 vs Cycling0	FOXL2	 	transcription regulator	 	1.987	bias	1.28E-02	BMP2,LIF,SERPINB2,TNFAIP3	 
Palbo14 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	1.28E-02	CCR7,CXCL8,DHRS3,KMO,NEBL,SERPINA3,STAT4,TNFAIP3,VCAM1	 
Palbo14 vs Palbo3	SNAI1	 	transcription regulator	 	-1.214	 	1.28E-02	CXCL8,LIF,PTX3,THBD	 
Doxo3 vs Cycling0	SOX11	 	transcription regulator	Activated	2.216	bias	1.28E-02	ADAMTS4,BMP2,CDH26,CP,IKZF3	 
Palbo28 vs Palbo3	MRTFB	 	transcription regulator	 	 	 	1.28E-02	COL9A2,FLRT2,SERPINB10,SERPINB2,SULF1	 
Doxo21 vs Cycling0	ESRRA	 	transcription regulator	 	1.342	bias	1.30E-02	ABCC9,ACSL5,CCR7,CD36,CSF3,IKZF3,IL1A,TNNT2,VAV3,ZPBP2	 
Palbo14 vs Palbo3	SIRT1	 	transcription regulator	 	0.138	bias	1.30E-02	AFP,CD36,ESR1,IL1B,MMP1,THBD,VCAM1	 
Palbo3 vs Cycling0	LBH	 	transcription regulator	 	 	 	1.31E-02	IL1B	 
Palbo3 vs Cycling0	TRIM16	 	transcription regulator	 	 	 	1.31E-02	IL1B	 
Palbo3 vs Cycling0	NKX2-8	 	transcription regulator	 	 	 	1.31E-02	AFP	 
Doxo3 vs Cycling0	EBF1	 	transcription regulator	 	 	 	1.31E-02	CD28,CSF2,ESR1,IL36B,TLR4	 
Doxo21 vs Doxo3	SIX5	 	transcription regulator	 	 	 	1.32E-02	COL9A2,SLC6A13	 
Palbo14 vs Cycling0	ZBTB10	 	transcription regulator	 	0.130	bias	1.32E-02	CCR7,ESR1,FLT1,IL1B,TNFRSF8	 
Palbo28 vs Palbo3	ZNF710	 	transcription regulator	 	 	 	1.32E-02	CXCL8,IL1B	 
Palbo28 vs Palbo3	DEK	 	transcription regulator	 	 	 	1.32E-02	CXCL8,IL1B	 
Doxo21 vs Cycling0	BCL3	 	transcription regulator	 	 	 	1.33E-02	CXCL8,IL1A,IL1B,TNFAIP3	 
Palbo14 vs Palbo3	SALL4	 	transcription regulator	 	1.000	 	1.33E-02	CXCL1,IL1B,MMP1,VAV3	 
Palbo3 vs Cycling0	IRF4	 	transcription regulator	 	 	 	1.34E-02	CCR7,CSF2,FLT1,IL1B,TNFRSF8	 
Palbo14 vs Palbo3	HSF1	 	transcription regulator	 	 	 	1.34E-02	CD36,CSF3,IL1B,LIF,VCAM1	 
Palbo3 vs Cycling0	KLF11	 	transcription regulator	 	0.000	 	1.34E-02	ACSL5,IL13RA2,IL1B,MMP1	 
Palbo28 vs Palbo3	ZSCAN1	 	transcription regulator	 	 	 	1.34E-02	ADAMTS4	 
Palbo28 vs Palbo3	LBH	 	transcription regulator	 	 	 	1.34E-02	IL1B	 
Palbo28 vs Palbo3	MLXIP	 	transcription regulator	 	 	 	1.34E-02	ARRDC4	 
Palbo28 vs Palbo3	ZNF224	 	transcription regulator	 	 	 	1.34E-02	TNFAIP3	 
Palbo28 vs Palbo3	TRIM16	 	transcription regulator	 	 	 	1.34E-02	IL1B	 
Palbo28 vs Palbo3	NKX2-8	 	transcription regulator	 	 	 	1.34E-02	AFP	 
Doxo14 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	1.34E-02	CCR7,CXCL8,DHRS3,GRIN2A,KMO,NEBL,SERPINA3,STAT4,TNFAIP3,VCAM1	 
Palbo14 vs Cycling0	TBX3	 	transcription regulator	 	1.633	bias	1.35E-02	ABCC8,ADAMTS14,CD36,DAAM2,IL4I1,PTGER3	 
Palbo14 vs Cycling0	NKX2-3	 	transcription regulator	 	1.655	 	1.35E-02	BMP2,CD36,CXCL8,HSD17B2,TMEM100,VCAM1	 
Palbo14 vs Cycling0	IRF1	 	transcription regulator	Activated	2.181	bias	1.35E-02	CEACAM1,CFB,CXCL8,IL1B,OAS2,VCAM1	 
Palbo3 vs Cycling0	MEIS2	 	transcription regulator	 	 	 	1.35E-02	ALDH1A2,BMP2	 
Palbo3 vs Cycling0	TGIF1	 	transcription regulator	 	 	 	1.35E-02	IL1B,STRA6	 
Palbo14 vs Cycling0	ELF4	 	transcription regulator	 	 	 	1.37E-02	CCR7,CXCL8,IL1B	 
Doxo21 vs Doxo3	CBX5	 	transcription regulator	Inhibited	-2.000	bias	1.37E-02	CEACAM1,CPA4,GCNT3,SERPINA3	 
Palbo28 vs Cycling0	MAFB	 	transcription regulator	 	0.555	 	1.38E-02	ADA,ALDH1A3,CD28,ESR1,SERPINB2	 
Doxo3 vs Cycling0	SRF	 	transcription regulator	 	1.109	bias	1.38E-02	BMP2,FLT1,GCKR,LIF,NEBL,NOX4,PCDH15,SERPIND1	 
Doxo21 vs Doxo3	LBH	 	transcription regulator	 	 	 	1.40E-02	IL1B	 
Doxo21 vs Doxo3	TRIM16	 	transcription regulator	 	 	 	1.40E-02	IL1B	 
Doxo21 vs Doxo3	GPBP1	 	transcription regulator	 	 	 	1.40E-02	ADA	 
Palbo14 vs Palbo3	ZIC3	 	transcription regulator	 	 	 	1.40E-02	CSF2,IL36B	 
Doxo21 vs Cycling0	HNF4G	 	transcription regulator	 	 	 	1.40E-02	AKR1C4,LAMC2,SHBG	 
Palbo28 vs Palbo3	WBP2	 	transcription regulator	Inhibited	-2.000	 	1.40E-02	CSF3,CXCL1,CXCL8,IL1B	 
Palbo28 vs Palbo3	IRF2	 	transcription regulator	 	0.862	bias	1.40E-02	CEACAM1,IL1B,SLCO2B1,VCAM1	 
Palbo28 vs Cycling0	YAP1	 	transcription regulator	 	1.963	bias	1.42E-02	ALDH1A2,BMP2,CCR7,CD36,COL9A2,CSF2,CSF3,CXCL8,ESR1,IL1A,IL1B,TNFAIP3,VCAM1	 
Palbo14 vs Palbo3	ILF3	 	transcription regulator	 	 	 	1.42E-02	CXCL1,CXCL8,IL1B	 
Doxo14 vs Cycling0	MAFB	 	transcription regulator	 	0.555	 	1.42E-02	ADA,ALDH1A3,CD28,ESR1,SERPINB2	 
Palbo28 vs Cycling0	RUNX3	 	transcription regulator	Inhibited	-2.000	bias	1.42E-02	CCR7,CXCL8,IL1B,PAPPA,SVEP1	 
Doxo21 vs Doxo3	ZNF710	 	transcription regulator	 	 	 	1.42E-02	CXCL8,IL1B	 
Doxo21 vs Doxo3	DEK	 	transcription regulator	 	 	 	1.42E-02	CXCL8,IL1B	 
Palbo28 vs Palbo3	ERF	 	transcription regulator	 	 	 	1.42E-02	CSF2,CXCL8	 
Palbo28 vs Palbo3	RBM39	 	transcription regulator	 	 	 	1.42E-02	ALDH1A1,ALDH1A3	 
Palbo14 vs Cycling0	TWIST1	 	transcription regulator	 	1.410	bias	1.43E-02	ALDH1A1,CXCL8,ESR1,IL1B,MMP1,OAS2	 
Palbo14 vs Cycling0	DLX3	 	transcription regulator	 	 	 	1.44E-02	IL1A,IL36B	 
Palbo28 vs Palbo3	RUNX3	 	transcription regulator	 	 	 	1.44E-02	CXCL8,IL1B,PAPPA,SVEP1	 
Palbo28 vs Palbo3	MYB	 	transcription regulator	 	-1.067	bias	1.44E-02	CSF2,CSF3,IL1A,LIF,MMP1	 
Doxo21 vs Cycling0	FOXL2	 	transcription regulator	 	1.987	bias	1.44E-02	BMP2,LIF,SERPINB2,TNFAIP3	 
Doxo21 vs Doxo3	IRF2BP2	 	transcription regulator	Inhibited	-2.000	bias	1.44E-02	C5AR1,SLAMF7,STAT4,VCAM1	 
Palbo28 vs Cycling0	KLF7	 	transcription regulator	 	 	 	1.44E-02	TG,TLR4	 
Doxo14 vs Doxo3	KLF2	 	transcription regulator	 	-1.087	 	1.45E-02	CXCL8,IL1B,THBD,TNFRSF8	 
Doxo14 vs Cycling0	RUNX3	 	transcription regulator	Inhibited	-2.000	bias	1.46E-02	CCR7,CXCL8,IL1B,PAPPA,SVEP1	 
Doxo14 vs Doxo3	ETV7	 	transcription regulator	 	 	 	1.46E-02	CFB,CXCL8	 
Doxo14 vs Doxo3	HLX	 	transcription regulator	 	 	 	1.46E-02	CXCL8,KYNU	 
Doxo14 vs Doxo3	PLAGL1	 	transcription regulator	 	 	 	1.46E-02	CSF2,TNNT2	 
Doxo14 vs Cycling0	KLF7	 	transcription regulator	 	 	 	1.46E-02	TG,TLR4	 
Palbo3 vs Cycling0	ETS2	 	transcription regulator	 	 	 	1.47E-02	CSF3,FLT1,MMP1	 
Doxo3 vs Cycling0	SALL4	 	transcription regulator	 	0.000	 	1.47E-02	FLT1,IL1B,LRRC4,MMP1,PLA2G4C	 
Doxo3 vs Cycling0	ACTN4	 	transcription regulator	 	 	 	1.47E-02	IL1B,MMP1	 
Palbo14 vs Palbo3	NFIL3	 	transcription regulator	 	 	 	1.47E-02	CD36,CXCL8	 
Doxo21 vs Doxo3	ONECUT1	 	transcription regulator	 	 	 	1.47E-02	AKR1C4,CACNA1D,CXCL1,EHF,PTPRR,UGT1A1	 
Palbo28 vs Palbo3	KCNIP3	 	transcription regulator	 	 	 	1.48E-02	CD28,IL1B,TNFAIP3	 
Doxo21 vs Doxo3	MRTFB	 	transcription regulator	 	 	 	1.49E-02	COL9A2,FLRT2,SERPINB10,SERPINB2,SULF1	 
Doxo14 vs Doxo3	ATF6	 	transcription regulator	 	 	 	1.49E-02	CXCL1,CXCL8,MMP1	 
Palbo14 vs Cycling0	NEUROD1	 	transcription regulator	 	 	 	1.50E-02	ABCC8,SAG,ST18	 
Doxo21 vs Doxo3	FOXA2	 	transcription regulator	Activated	2.000	bias	1.50E-02	ABCC8,ACSL5,ACSL6,ADA,EHF,MMP1,SLCO2B1,ZG16B	 
Doxo3 vs Cycling0	RFX1	 	transcription regulator	 	 	 	1.51E-02	IL1A,IL1B,MAP1A	 
Palbo14 vs Cycling0	ATF4	 	transcription regulator	Activated	2.164	bias	1.52E-02	ABCG8,CXCL1,CXCL8,NOX4,PTX3,TNIP1	 
Palbo28 vs Palbo3	NFIX	 	transcription regulator	 	 	 	1.52E-02	CXCL8,SERPINA3	 
Palbo14 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	1.53E-02	ALDH1A1,CALCRL,CD36,GLRX,TCN1	 
Doxo21 vs Doxo3	ERF	 	transcription regulator	 	 	 	1.53E-02	CSF2,CXCL8	 
Palbo28 vs Palbo3	ZNF217	 	transcription regulator	 	 	 	1.53E-02	NEFL,NMNAT2,STRA6	 
Palbo14 vs Palbo3	ZNF300	 	transcription regulator	 	 	 	1.53E-02	CXCL8	 
Palbo14 vs Palbo3	ZSCAN20	 	transcription regulator	 	 	 	1.53E-02	CXCL8	 
Palbo14 vs Palbo3	BMAL2	 	transcription regulator	 	 	 	1.53E-02	THBD	 
Palbo14 vs Palbo3	HES6	 	transcription regulator	 	 	 	1.53E-02	MMP1	 
Palbo14 vs Palbo3	BASP1	 	transcription regulator	 	 	 	1.53E-02	IL1B	 
Palbo14 vs Palbo3	TCOF1	 	transcription regulator	 	 	 	1.53E-02	ALDH1A1,SERPINA1,TMEM100	 
Palbo28 vs Cycling0	PDX1	 	transcription regulator	 	 	 	1.54E-02	ABCC8,ARRDC4,IL1B,PDZK1IP1,PTGER3,ST18	 
Palbo28 vs Palbo3	CEBPA	 	transcription regulator	 	0.478	bias	1.54E-02	CSF3,CXCL8,IKZF3,PTX3,SBSN,SEMA3E,SERPINB2,THBD	 
Palbo3 vs Cycling0	BARX2	 	transcription regulator	 	 	 	1.54E-02	ESR1,MMP1	 
Doxo14 vs Cycling0	EP300	 	transcription regulator	 	0.728	bias	1.55E-02	CCR7,CD36,CSF3,CXCL8,DHRS3,KMO,LAMC2,MMP1,NEBL,STAT4,TNFAIP3	 
Palbo14 vs Cycling0	STAT5B	 	transcription regulator	 	0.113	bias	1.55E-02	ACSL6,CORIN,ESR1,NOX4,PCSK5,PDZK1IP1,PDZRN3,VNN1	 
Palbo14 vs Palbo3	EBF3	 	transcription regulator	 	 	 	1.55E-02	CSF2,IL36B	 
Palbo14 vs Palbo3	IKZF2	 	transcription regulator	 	 	 	1.55E-02	CD28,CSF2	 
Palbo14 vs Palbo3	PSMD10	 	transcription regulator	 	 	 	1.55E-02	CXCL1,CXCL8	 
Palbo14 vs Palbo3	PHB1	 	transcription regulator	 	 	 	1.55E-02	CXCL8,IL1B	 
Palbo14 vs Palbo3	FOSB	 	transcription regulator	 	 	 	1.55E-02	MMP1,SERPINB2	 
Palbo28 vs Cycling0	HOXA5	 	transcription regulator	 	 	 	1.56E-02	CXCL8,LIF,PTX3	 
Palbo28 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	1.56E-02	SLFN5,SULF1,TNNT2	 
Palbo28 vs Cycling0	NOTCH2	 	transcription regulator	 	 	 	1.56E-02	ADGRD1,C5AR1,IL1B,MYO5C	 
Doxo21 vs Cycling0	KLF7	 	transcription regulator	 	 	 	1.57E-02	TG,TLR4	 
Palbo14 vs Palbo3	ATF2	 	transcription regulator	 	 	 	1.58E-02	CXCL8,MMP1,VCAM1	 
Palbo28 vs Palbo3	RELB	 	transcription regulator	 	0.000	bias	1.58E-02	CSF2,CXCL8,IL1B,STAT4	 
Doxo14 vs Cycling0	HOXA5	 	transcription regulator	 	 	 	1.59E-02	CXCL8,LIF,PTX3	 
Doxo14 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	1.59E-02	SLFN5,SULF1,TNNT2	 
Doxo14 vs Cycling0	PDX1	 	transcription regulator	 	 	 	1.59E-02	ABCC8,ARRDC4,IL1B,PDZK1IP1,PTGER3,ST18	 
Doxo14 vs Cycling0	NOTCH2	 	transcription regulator	 	 	 	1.60E-02	ADGRD1,C5AR1,IL1B,MYO5C	 
Palbo3 vs Cycling0	ZBTB16	 	transcription regulator	 	-1.342	 	1.60E-02	BMP2,CSF2,DHRS3,FLT1,HSD17B2	 
Palbo28 vs Palbo3	ID3	 	transcription regulator	 	1.980	 	1.60E-02	CXCL1,CXCL8,IKZF3,STAT4,VCAM1	 
Doxo3 vs Cycling0	ZSCAN1	 	transcription regulator	 	 	 	1.61E-02	ADAMTS4	 
Doxo3 vs Cycling0	LBH	 	transcription regulator	 	 	 	1.61E-02	IL1B	 
Doxo3 vs Cycling0	MLXIP	 	transcription regulator	 	 	 	1.61E-02	ARRDC4	 
Doxo3 vs Cycling0	ZNF224	 	transcription regulator	 	 	 	1.61E-02	TNFAIP3	 
Doxo3 vs Cycling0	TRIM16	 	transcription regulator	 	 	 	1.61E-02	IL1B	 
Doxo3 vs Cycling0	ZNF410	 	transcription regulator	 	 	 	1.61E-02	MMP1	 
Palbo28 vs Palbo3	NFE2L2	 	transcription regulator	 	-0.402	bias	1.62E-02	BMP2,CD36,CXCL8,IL1A,IL1B,LIF,SERPINB2,SERPIND1,SLC16A2,SLC3A1,VCAM1	 
Doxo21 vs Doxo3	RUNX3	 	transcription regulator	 	 	 	1.63E-02	CXCL8,IL1B,PAPPA,SVEP1	 
Doxo21 vs Cycling0	MAFB	 	transcription regulator	 	0.555	 	1.63E-02	ADA,ALDH1A3,CD28,ESR1,SERPINB2	 
Palbo3 vs Cycling0	TWIST1	 	transcription regulator	 	1.114	bias	1.63E-02	ALDH1A1,ESR1,IL1B,MMP1,OAS2	 
Doxo14 vs Doxo3	ZIC3	 	transcription regulator	 	 	 	1.63E-02	CSF2,IL36B	 
Doxo21 vs Doxo3	NFIX	 	transcription regulator	 	 	 	1.64E-02	CXCL8,SERPINA3	 
Doxo21 vs Doxo3	ECSIT	 	transcription regulator	 	 	 	1.64E-02	CXCL8,IL1B	 
Palbo14 vs Cycling0	TRIM28	 	transcription regulator	 	-0.864	bias	1.64E-02	CXCL1,CXCL8,IL13RA2,IL1B,LIF	 
Palbo28 vs Cycling0	HOXA13	 	transcription regulator	 	 	 	1.64E-02	ALDH1A1,BMP2,CXCL8	 
Palbo14 vs Cycling0	MGA	 	transcription regulator	 	 	 	1.64E-02	ALDH1A3,CP,KBTBD11	 
Palbo3 vs Cycling0	PHB2	 	transcription regulator	 	 	 	1.65E-02	BMP2,IL1B	 
Palbo3 vs Cycling0	ZIC1	 	transcription regulator	 	 	 	1.65E-02	CSF2,IL36B	 
Palbo3 vs Cycling0	KLF9	 	transcription regulator	 	 	 	1.65E-02	BMP2,ESR1	 
Palbo14 vs Cycling0	SREBF1	 	transcription regulator	Activated	2.449	bias	1.66E-02	ACSL5,C5AR1,CD36,IL1A,IL1B,SERPINA1,SERPINA3	 
Palbo28 vs Palbo3	IKZF1	 	transcription regulator	 	-1.980	bias	1.66E-02	CSF2,CSF3,IKZF3,IL1A,SLAMF7,TNNT2	 
Palbo14 vs Palbo3	HNF4A	 	transcription regulator	 	-0.318	 	1.66E-02	AFP,ALDH1A1,CD36,CDKL3,CP,CXCL8,FILIP1,FZD3,GCKR,GIPC2,HOXC8,LAMC2,NMNAT2,NOX4,PTGER3,SAA1,SAA2,SERPINA1,SERPINA3,SHBG	 
Doxo14 vs Doxo3	ZNF300	 	transcription regulator	 	 	 	1.67E-02	CXCL8	 
Doxo14 vs Doxo3	ZSCAN20	 	transcription regulator	 	 	 	1.67E-02	CXCL8	 
Doxo14 vs Doxo3	BMAL2	 	transcription regulator	 	 	 	1.67E-02	THBD	 
Doxo14 vs Doxo3	HES6	 	transcription regulator	 	 	 	1.67E-02	MMP1	 
Doxo14 vs Doxo3	BASP1	 	transcription regulator	 	 	 	1.67E-02	IL1B	 
Palbo3 vs Cycling0	SMARCA4	 	transcription regulator	 	0.816	bias	1.67E-02	ACSL5,AFP,CEACAM1,CP,EHF,IL1B,IL36B,MMP1,SERPINB2,TNNT2	 
Doxo14 vs Cycling0	HOXA13	 	transcription regulator	 	 	 	1.67E-02	ALDH1A1,BMP2,CXCL8	 
Palbo14 vs Cycling0	PML	 	transcription regulator	 	0.966	 	1.67E-02	CXCL1,IL1A,IL1B,OAS2,TNFAIP3	 
Doxo21 vs Cycling0	RUNX3	 	transcription regulator	Inhibited	-2.000	bias	1.68E-02	CCR7,CXCL8,IL1B,PAPPA,SVEP1	 
Doxo21 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	1.68E-02	CCR7,CXCL8,DHRS3,GRIN2A,KMO,NEBL,SERPINA3,STAT4,TNFAIP3,VCAM1	 
Doxo14 vs Doxo3	HNF1B	 	transcription regulator	 	 	 	1.69E-02	AKR1C4,CXCL1,PDZK1IP1,SULF1	 
Palbo14 vs Palbo3	LMX1B	 	transcription regulator	 	 	 	1.72E-02	CORIN,PTX3	 
Palbo14 vs Cycling0	SMAD4	 	transcription regulator	 	-0.867	 	1.72E-02	BMP2,CSF3,FLT1,IL1A,IL1B,MMP1,MST1R,PRR5L,PTX3	 
Palbo28 vs Cycling0	TEAD3	 	transcription regulator	 	 	 	1.72E-02	SLFN5,SULF1,TNNT2	 
Doxo3 vs Cycling0	TGFB1I1	 	transcription regulator	 	 	 	1.73E-02	CD36,NOX4	 
Doxo3 vs Cycling0	SIX5	 	transcription regulator	 	 	 	1.73E-02	COL9A2,SLC6A13	 
Palbo28 vs Palbo3	PHB2	 	transcription regulator	 	 	 	1.74E-02	BMP2,IL1B	 
Palbo28 vs Palbo3	ZIC1	 	transcription regulator	 	 	 	1.74E-02	CSF2,IL36B	 
Doxo21 vs Cycling0	HOXA5	 	transcription regulator	 	 	 	1.74E-02	CXCL8,LIF,PTX3	 
Doxo21 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	1.74E-02	SLFN5,SULF1,TNNT2	 
Palbo14 vs Cycling0	ZSCAN1	 	transcription regulator	 	 	 	1.74E-02	ADAMTS4	 
Palbo14 vs Cycling0	LBH	 	transcription regulator	 	 	 	1.74E-02	IL1B	 
Palbo14 vs Cycling0	MLXIP	 	transcription regulator	 	 	 	1.74E-02	ARRDC4	 
Palbo14 vs Cycling0	ZNF224	 	transcription regulator	 	 	 	1.74E-02	TNFAIP3	 
Palbo14 vs Cycling0	TRIM16	 	transcription regulator	 	 	 	1.74E-02	IL1B	 
Palbo14 vs Cycling0	ZNF410	 	transcription regulator	 	 	 	1.74E-02	MMP1	 
Doxo21 vs Doxo3	ETS2	 	transcription regulator	 	 	 	1.75E-02	CSF3,FLT1,MMP1	 
Doxo14 vs Cycling0	TEAD3	 	transcription regulator	 	 	 	1.76E-02	SLFN5,SULF1,TNNT2	 
Doxo14 vs Doxo3	SALL4	 	transcription regulator	 	1.000	 	1.76E-02	CXCL1,IL1B,MMP1,PLA2G4C	 
Doxo3 vs Cycling0	GPS2	 	transcription regulator	 	 	 	1.78E-02	DHRS3,IL1B,VCAM1	 
Palbo14 vs Cycling0	SOX2	 	transcription regulator	 	1.533	bias	1.78E-02	ADAMTS4,ALDH1A1,CXCL8,FLT1,LRRC4,PCDH15,PLXNB3,SPRY4,STRA6,TMEM100	 
Doxo3 vs Cycling0	NFATC1	 	transcription regulator	 	 	 	1.79E-02	CSF2,IL1B,NOX4,VCAM1	 
Palbo14 vs Cycling0	FOSL2	 	transcription regulator	 	 	 	1.79E-02	CSF2,CXCL8,MMP1	 
Palbo14 vs Palbo3	MYF6	 	transcription regulator	 	 	 	1.79E-02	IL1A,LIF,TNFRSF8	 
Palbo3 vs Cycling0	JUND	 	transcription regulator	 	 	 	1.79E-02	C5AR1,MMP1,SERPINB2	 
Doxo21 vs Cycling0	NOTCH2	 	transcription regulator	 	 	 	1.80E-02	ADGRD1,C5AR1,IL1B,MYO5C	 
Palbo28 vs Palbo3	TWIST1	 	transcription regulator	 	0.651	bias	1.82E-02	ALDH1A1,CXCL8,IL1B,MMP1,SLC28A3	 
Palbo28 vs Cycling0	TFAP2A	 	transcription regulator	 	 	 	1.82E-02	CSF2,CXCL1,CXCL8,ESR1,PSAP	 
Doxo14 vs Doxo3	EBF3	 	transcription regulator	 	 	 	1.82E-02	CSF2,IL36B	 
Doxo14 vs Doxo3	PSMD10	 	transcription regulator	 	 	 	1.82E-02	CXCL1,CXCL8	 
Doxo14 vs Doxo3	PHB1	 	transcription regulator	 	 	 	1.82E-02	CXCL8,IL1B	 
Doxo14 vs Doxo3	FOSB	 	transcription regulator	 	 	 	1.82E-02	MMP1,SERPINB2	 
Palbo14 vs Cycling0	STAT6	 	transcription regulator	 	0.915	bias	1.82E-02	CCR7,IL13RA2,IL1A,IL1B,KMO,LIF,PARM1,STAT4,TNFRSF8,VCAM1	 
Doxo21 vs Cycling0	HOXA13	 	transcription regulator	 	 	 	1.83E-02	ALDH1A1,BMP2,CXCL8	 
Palbo3 vs Cycling0	YBX1	 	transcription regulator	 	 	 	1.84E-02	CSF2,IL1B,MMP1,PAPPA	 
Palbo28 vs Cycling0	VHL	 	transcription regulator	 	 	 	1.84E-02	ALDH1A1,C5AR1,DUOX2,IL1B,NOX4,VCAM1	 
Doxo3 vs Cycling0	NRIP1	 	transcription regulator	 	 	 	1.85E-02	CD36,IL1B,PTX3	 
Doxo21 vs Cycling0	PDX1	 	transcription regulator	 	 	 	1.86E-02	ABCC8,ARRDC4,IL1B,PDZK1IP1,PTGER3,ST18	 
Palbo14 vs Cycling0	RFX1	 	transcription regulator	 	 	 	1.86E-02	CXCL8,IL1A,IL1B	 
Doxo21 vs Doxo3	ZIC1	 	transcription regulator	 	 	 	1.86E-02	CSF2,IL36B	 
Doxo14 vs Cycling0	TFAP2A	 	transcription regulator	 	 	 	1.87E-02	CSF2,CXCL1,CXCL8,ESR1,PSAP	 
Palbo14 vs Palbo3	NCOR2	 	transcription regulator	 	 	 	1.88E-02	CXCL8,IL1A,IL1B	 
Palbo14 vs Palbo3	IRF2BP1	 	transcription regulator	 	 	 	1.89E-02	CXCL8,TNFAIP3	 
Palbo14 vs Palbo3	C1QBP	 	transcription regulator	 	 	 	1.89E-02	CXCL8,IL1B	 
Palbo14 vs Palbo3	ZBTB48	 	transcription regulator	 	 	 	1.89E-02	HLA-DPA1,TMEM100	 
Palbo14 vs Palbo3	TFAP2B	 	transcription regulator	 	 	 	1.89E-02	CSF2,CXCL8	 
Doxo3 vs Cycling0	IRF7	 	transcription regulator	Activated	2.236	bias	1.90E-02	IL1A,IL1B,IL4I1,OAS2,TLR4	 
Doxo14 vs Cycling0	VHL	 	transcription regulator	 	 	 	1.90E-02	ALDH1A1,C5AR1,DUOX2,IL1B,NOX4,VCAM1	 
Doxo21 vs Doxo3	SREBF1	 	transcription regulator	Activated	2.236	bias	1.91E-02	ACSL5,C5AR1,IL1A,IL1B,SERPINA1,SERPINA3	 
Doxo21 vs Doxo3	VDR	 	transcription regulator	 	0.321	 	1.91E-02	CSF2,CXCL8,IL1A,IL1B,STAT4,THBD	 
Palbo28 vs Palbo3	TAL1	 	transcription regulator	 	 	 	1.91E-02	IKZF3,NEFL,RAB33A,SERPINB2,TNFAIP3	 
Palbo28 vs Cycling0	TP73	 	transcription regulator	Activated	2.035	bias	1.92E-02	ADA,ARVCF,CCR7,CXCL1,DHRS3,FLT1,IL1B,JCAD,RNF144B,SERPINA1,SERPINA3	 
Palbo28 vs Palbo3	JUND	 	transcription regulator	 	 	 	1.93E-02	MMP1,NOX4,SERPINB2	 
Doxo21 vs Cycling0	TEAD3	 	transcription regulator	 	 	 	1.93E-02	SLFN5,SULF1,TNNT2	 
Palbo14 vs Palbo3	E2F3	 	transcription regulator	 	1.000	bias	1.93E-02	CXCL1,H2BC15,PTGER3,THBD	 
Palbo14 vs Palbo3	SREBF1	 	transcription regulator	Activated	2.000	bias	1.94E-02	CD36,IL1A,IL1B,SERPINA1,SERPINA3	 
Palbo28 vs Palbo3	MRTFA	 	transcription regulator	 	 	 	1.94E-02	COL9A2,FLRT2,SERPINB10,SERPINB2,VCAM1	 
Palbo28 vs Palbo3	SMARCB1	 	transcription regulator	Activated	2.000	bias	1.94E-02	BMP2,HOXC8,IGFBP2,IL1A,MMP1	 
Palbo28 vs Cycling0	DLX3	 	transcription regulator	 	 	 	1.94E-02	IL1A,IL36B	 
Palbo3 vs Cycling0	HES6	 	transcription regulator	 	 	 	1.95E-02	MMP1	 
Palbo3 vs Cycling0	BASP1	 	transcription regulator	 	 	 	1.95E-02	IL1B	 
Palbo3 vs Cycling0	TTF1	 	transcription regulator	 	 	 	1.95E-02	TG	 
Doxo21 vs Cycling0	EP300	 	transcription regulator	 	0.728	bias	1.96E-02	CCR7,CD36,CSF3,CXCL8,DHRS3,KMO,LAMC2,MMP1,NEBL,STAT4,TNFAIP3	 
