© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo14 vs Palbo3	PDX1	 	transcription regulator	 	 	 	4.63E-02	ATF3,GCH1,GCK,SEZ6L	 
Palbo28 vs Palbo3	HMGA1	 	transcription regulator	 	1.103	 	4.64E-02	GNA15,HCK,KITLG,PTPRU	 
Palbo3 vs Cycling0	Tle1	 	transcription regulator	 	 	 	4.65E-02	ATF3	 
Palbo3 vs Cycling0	CCAR1	 	transcription regulator	 	 	 	4.65E-02	SPHK1	 
Palbo3 vs Cycling0	TAF10	 	transcription regulator	 	 	 	4.65E-02	PRLR	 
Palbo3 vs Cycling0	NOCT	 	transcription regulator	 	 	 	4.65E-02	TMEFF2	 
Palbo28 vs Palbo3	SMAD1	 	transcription regulator	 	 	 	4.67E-02	BTG2,CDKN1A	 
Palbo28 vs Palbo3	KLF1	 	transcription regulator	 	 	 	4.67E-02	CDKN1A,DMTN	 
Doxo21 vs Cycling0	ZEB2	 	transcription regulator	 	 	 	4.68E-02	CDKN1A,ESRP1,INPP5D	 
Palbo14 vs Palbo3	SREBF2	 	transcription regulator	 	 	 	4.69E-02	AREG,CDKN1A,HHIP	 
Doxo21 vs Doxo3	SND1	 	transcription regulator	 	 	 	4.71E-02	JAG1,LAPTM5,SLC15A1	 
Palbo14 vs Palbo3	TWIST2	 	transcription regulator	 	 	 	4.71E-02	CDKN1A,PPARGC1A	 
Palbo14 vs Palbo3	H2AX	 	transcription regulator	 	 	 	4.71E-02	CDKN1A,PPARGC1A	 
Palbo14 vs Palbo3	ELF5	 	transcription regulator	 	 	 	4.71E-02	CEL,FOLH1	 
Doxo14 vs Cycling0	EPAS1	 	transcription regulator	 	-0.025	bias	4.71E-02	ADIPOQ,AREG,CDKN1A,CYBB,DDIT3,GALR2,PGF	 
Doxo3 vs Cycling0	SOX7	 	transcription regulator	 	 	 	4.72E-02	NOTCH4,PPL,PRDM1	 
Doxo3 vs Cycling0	MBD2	 	transcription regulator	 	 	 	4.72E-02	CDKN1A,CEL,DDB2	 
Doxo3 vs Cycling0	MYRF	 	transcription regulator	 	 	 	4.72E-02	GDF15,GRB14,PRDM1	 
Doxo14 vs Doxo3	SPIB	 	transcription regulator	 	 	 	4.72E-02	BTK,PRDM1	 
Doxo21 vs Doxo3	ZBTB22	 	transcription regulator	 	 	 	4.72E-02	PPARGC1A	 
Doxo21 vs Doxo3	CCNT1	 	transcription regulator	 	 	 	4.72E-02	PPARGC1A	 
Doxo21 vs Doxo3	TERF2	 	transcription regulator	 	 	 	4.72E-02	GDF15	 
Doxo21 vs Doxo3	HLF	 	transcription regulator	 	 	 	4.72E-02	BCL2L14	 
Doxo14 vs Doxo3	LCOR	 	transcription regulator	 	 	 	4.74E-02	TFPI2	 
Doxo14 vs Doxo3	GATA5	 	transcription regulator	 	 	 	4.74E-02	SLC5A1	 
Palbo14 vs Palbo3	NUCKS1	 	transcription regulator	 	 	 	4.75E-02	CDKN1A	 
Palbo14 vs Palbo3	Tle1	 	transcription regulator	 	 	 	4.75E-02	ATF3	 
Palbo14 vs Palbo3	PRDM4	 	transcription regulator	 	 	 	4.75E-02	CDKN1A	 
Palbo14 vs Palbo3	TAF10	 	transcription regulator	 	 	 	4.75E-02	PRLR	 
Palbo14 vs Palbo3	BRCA2	 	transcription regulator	 	 	 	4.75E-02	CDKN1A	 
Palbo14 vs Palbo3	TADA3	 	transcription regulator	 	 	 	4.75E-02	CDKN1A	 
Palbo3 vs Cycling0	PAX3	 	transcription regulator	 	 	 	4.76E-02	CDH3,PGF,SFN,TFPI2	 
Palbo14 vs Cycling0	BMI1	 	transcription regulator	 	 	 	4.77E-02	CADM1,CDKN1A,SFN	 
Palbo28 vs Palbo3	EOMES	-4.265	transcription regulator	 	 	 	4.78E-02	EOMES,FAT3,RND3	 
Doxo21 vs Cycling0	MYBBP1A	 	transcription regulator	 	 	 	4.80E-02	PPARGC1A	 
Doxo21 vs Doxo3	FOXL2	 	transcription regulator	 	 	 	4.81E-02	INHBA,PPARGC1A	 
Doxo21 vs Doxo3	FOXP1	 	transcription regulator	 	 	 	4.81E-02	PPARGC1A,PRDM1	 
Palbo28 vs Palbo3	NUCKS1	 	transcription regulator	 	 	 	4.82E-02	CDKN1A	 
Palbo28 vs Palbo3	PRDM4	 	transcription regulator	 	 	 	4.82E-02	CDKN1A	 
Palbo28 vs Palbo3	TAF10	 	transcription regulator	 	 	 	4.82E-02	PRLR	 
Palbo28 vs Palbo3	BRCA2	 	transcription regulator	 	 	 	4.82E-02	CDKN1A	 
Palbo28 vs Palbo3	TADA3	 	transcription regulator	 	 	 	4.82E-02	CDKN1A	 
Palbo28 vs Palbo3	NOCT	 	transcription regulator	 	 	 	4.82E-02	TMEFF2	 
Palbo28 vs Cycling0	MAGED1	 	transcription regulator	 	 	 	4.84E-02	CDKN1A	 
Palbo28 vs Cycling0	UBP1	 	transcription regulator	 	 	 	4.84E-02	CYP11A1	 
Palbo28 vs Palbo3	TWIST2	 	transcription regulator	 	 	 	4.84E-02	CDKN1A,PPARGC1A	 
Palbo28 vs Palbo3	H2AX	 	transcription regulator	 	 	 	4.84E-02	CDKN1A,PPARGC1A	 
Palbo28 vs Palbo3	ELF5	 	transcription regulator	 	 	 	4.84E-02	CEL,FOLH1	 
Doxo14 vs Cycling0	KLF10	 	transcription regulator	 	 	 	4.87E-02	CDKN1A,NOTCH4	 
Doxo14 vs Cycling0	PLAGL1	 	transcription regulator	 	 	 	4.87E-02	CDKN1A,RASGRF1	 
Palbo28 vs Cycling0	NOTCH3	 	transcription regulator	 	-1.124	 	4.87E-02	CACNA1C,CCN3,CDKN1A,ITGA9	 
Doxo14 vs Cycling0	HOXA10	 	transcription regulator	 	-1.964	bias	4.87E-02	ADIPOQ,CDKN1A,CSTA,CYBB,RIT2	 
Palbo14 vs Palbo3	HOXA5	 	transcription regulator	 	 	 	4.88E-02	CDKN1A,DSG3	 
Palbo28 vs Palbo3	SREBF2	 	transcription regulator	 	 	 	4.88E-02	AREG,CDKN1A,MTTP	 
Palbo3 vs Cycling0	SRF	 	transcription regulator	 	 	 	4.88E-02	ATF3,HIF3A,ITGA9,ITGAM,PDE2A,TTN	 
Palbo14 vs Palbo3	ASCL1	 	transcription regulator	 	 	 	4.90E-02	CDKN1A,NFASC,SEZ6L	 
Doxo21 vs Doxo3	TFE3	 	transcription regulator	 	 	 	4.91E-02	ATP6V0D2,PPARGC1A	 
Doxo21 vs Cycling0	TBX2	 	transcription regulator	 	 	 	4.96E-02	ATF3,CDKN1A,DDIT3	 
Doxo14 vs Doxo3	PAX5	 	transcription regulator	 	 	 	4.97E-02	BTK,PRDM1	 
Doxo14 vs Doxo3	TP53	 	transcription regulator	 	-0.471	 	5.00E-02	BTK,CDH3,COL7A1,EDNRA,GPR87,HGF,IFI30,JAG1,PRDM1,PTPRU,SFN,TFPI2,TTN,UPP1	 
Palbo28 vs Cycling0	COPS5	 	transcription regulator	Activated	2.236	 	5.26E-02	AEN,ATF3,CDKN1A,FDXR,SPHK1	 
Palbo14 vs Palbo3	FOXO3	 	transcription regulator	Inhibited	-2.388	 	5.32E-02	ATP6V0D2,CDKN1A,GRB14,ITGAM,PPARGC1A,UCP2	 
Doxo14 vs Cycling0	ID1	 	transcription regulator	 	-1.996	 	5.91E-02	CDKN1A,EOMES,PLAC8,PPARGC1A	 
Doxo3 vs Cycling0	HDAC3	 	transcription regulator	 	-1.948	 	5.94E-02	CDKN1A,CYP11A1,PRDM1,RNASE7	 
Doxo3 vs Cycling0	COPS5	 	transcription regulator	Inhibited	-2.449	 	6.89E-02	AEN,ATF3,CDKN1A,FDXR,PNP,UPP1	 
Palbo14 vs Cycling0	SOX4	 	transcription regulator	Inhibited	-2.000	 	7.56E-02	IFI30,LY6D,RNF144A,TDRKH	 
Doxo3 vs Cycling0	ID1	 	transcription regulator	 	-1.996	 	7.59E-02	CDKN1A,EOMES,PLAC8,PPARGC1A	 
Doxo14 vs Cycling0	ID3	 	transcription regulator	 	-1.934	 	8.51E-02	ADIPOQ,BTG2,CDKN1A,EOMES,PRDM1	 
Palbo28 vs Cycling0	EGR1	 	transcription regulator	 	-1.959	 	8.97E-02	ATF3,CDKN1A,GDF15,ITGAM	 
Palbo28 vs Cycling0	SREBF1	 	transcription regulator	Inhibited	-2.161	 	1.02E-01	ADIPOQ,CDKN1A,IFI30,MDK,UCP2	 
Palbo14 vs Palbo3	GATA3	 	transcription regulator	 	1.982	 	1.04E-01	CDKN1A,CYP11A1,EOMES,PPL	 
Palbo3 vs Cycling0	RBPJ	 	transcription regulator	Activated	2.000	 	1.06E-01	KITLG,NGF,PGF,PLAC8	 
Doxo21 vs Cycling0	NFAT5	 	transcription regulator	 	-1.906	 	1.09E-01	BTK,CDKN1A,CYBB,EDA2R,GDF15,ITGAM,LY6D,PLAC8	 
Doxo3 vs Cycling0	ID3	 	transcription regulator	 	-1.934	 	1.12E-01	ADIPOQ,BTG2,CDKN1A,EOMES,PRDM1	 
Palbo28 vs Cycling0	ZBTB16	 	transcription regulator	 	1.961	 	1.13E-01	ACER2,BACH2,CDKN1A,ITGAM	 
Palbo14 vs Cycling0	COPS5	 	transcription regulator	Activated	2.000	 	1.16E-01	AEN,CDKN1A,FDXR,SPHK1	 
Doxo14 vs Cycling0	COPS5	 	transcription regulator	Inhibited	-2.236	 	1.25E-01	AEN,ATF3,CDKN1A,FDXR,UPP1	 
Doxo3 vs Cycling0	MYCN	 	transcription regulator	Inhibited	-2.207	 	1.32E-01	ABCG4,CDKN1A,HES4,INHBA,PMAIP1,RND3,SPANXD (includes others)	 
Palbo14 vs Cycling0	TCF7	 	transcription regulator	Activated	2.236	 	1.69E-01	CDKN1A,KCNJ3,LY6D,ST14,TEX15	 
Palbo28 vs Cycling0	STAT1	 	transcription regulator	Inhibited	-2.190	 	1.72E-01	C1QTNF7,CDKN1A,IFI30,PMAIP1,THBS4,UCP2	 
Doxo21 vs Cycling0	ZBTB16	 	transcription regulator	 	-1.961	 	1.76E-01	ACER2,BACH2,CDKN1A,ITGAM	 
Doxo14 vs Cycling0	MYCN	 	transcription regulator	 	-1.981	 	1.93E-01	CDKN1A,HES4,INHBA,PMAIP1,RND3,SPANXD (includes others)	 
Doxo21 vs Cycling0	COPS5	 	transcription regulator	Inhibited	-2.000	 	2.20E-01	ATF3,CDKN1A,FDXR,UPP1	 
Palbo3 vs Cycling0	PPARGC1A	1.081	transcription regulator	Activated	2.171	 	2.62E-01	CYP3A4,GDF15,GNAO1,ISM1,PPARGC1A	 
Palbo28 vs Palbo3	FOXO3	 	transcription regulator	 	-1.948	 	2.90E-01	CDKN1A,GRB14,PPARGC1A,UCP2	 
Doxo14 vs Cycling0	HNF4A	 	transcription regulator	 	1.836	 	3.00E-01	ATF3,CAPN8,CDKN1A,CHST9,CYP11A1,CYP3A4,DDIT3,EPB41L4B,FDXR,GDF15,GRB14,H3C14,IFI30,IL22RA1,INHBA,ITGA9,MPP7,MTTP,NR1I2,PPARGC1A,PPL,PRDM1,PROZ,SLC26A3,STOM,TOX,TRIM55,WNT9A	 
Doxo21 vs Cycling0	HNF4A	 	transcription regulator	Activated	2.080	 	4.38E-01	ATF3,CAPN8,CDKN1A,CHST9,CYP11A1,CYP3A4,DDIT3,FDXR,GDF15,GRB14,IFI30,IL22RA1,INHBA,ITGA9,MPP7,MTTP,NR1I2,PPARGC1A,PPL,PROZ,SLC26A3,TOX,TRIM55,WNT9A	 
Doxo3 vs Cycling0	HNF4A	 	transcription regulator	 	1.997	 	4.79E-01	ATF3,CAPN8,CDKN1A,CHST9,CYP11A1,CYP3A4,DDIT3,EPB41L4B,FDXR,GDF15,GRB14,IFI30,IL22RA1,INHBA,ITGA9,MPP7,MTTP,NR1I2,PNP,PPARGC1A,PPL,PRDM1,PROZ,SLC26A3,STOM,TOX,TRIM55,WNT9A	 
Palbo3 vs Cycling0	CTNNB1	 	transcription regulator	 	-1.910	 	1.00E00	CADM1,EOMES,GDF15,GNAO1,HHIP,KITLG,SFN	 
